StepId,RecipeId,StepNumber,StepText
11888,3122,4,Phi hành tím trước cho vàng
11889,3122,5,Cho phần ức gà đã ướp và đảo đều cho săn
11890,3122,6,Cho rau cải vào xào tiếp.
11891,3122,7,"Cho phần mì đã luộc vào chảo, cho thêm hết các gói gia vị sẵn trong bịch mì vào, rồi đảo đều, tắt bếp."
11892,3123,1,"Nấm cắt miếng vừa ăn, ngò tây và hành cắt nhỏ"
11893,3123,2,Bê rửa nước muối loãng thấm khô để ráo
11894,3123,3,"Cho bơ vào chảo lửa vừa để tan chảy rồi cho bê vào áp chảo xém vàng cạnh hai mặt, rắc vào một nhúm muối nhỏ."
11895,3123,4,"Sau đó cho hành tím và nấm vài chỗ trống trên chảo đảo chín, để lửa lớn để cạn bớt"
11896,3123,5,"Cho 150 ml kem tươi vào, vẫn để lửa lớn, đảo nấm và trở bê đến khi kem cạn bớt là được, rắc ngò tây lên"
11897,3123,6,"Dùng nóng với cơm trắng, muối và tiêu xay để riêng thực khách tự thêm bớt theo sở thích"
11898,3124,1,Áo tôm đã bóc vỏ bằng 2 mc bột bắp (để khoảng 10-15 phút)
11899,3124,2,Tỏi băm nhỏ
11900,3124,3,Pha nước sốt - 1 mc nước tương - 1/2 mc đường - 1/2 mc nước mắm - 1 mc tương ớt - 1 mc tiêu - 1 mc hạt nêm - 50ml nước lọc
11901,3124,4,Đảo qua tỏi với bơ khoảng 30s
11902,3124,5,Cho tôm vào áp chảo 2 mặt
11903,3124,6,"Khi tôm chín đều 2 mặt, đổ nước sốt vào và rim cho đến khi sốt sệt lại"
11904,3125,1,"Xúc xích thái nhỏ + 600ml nước đun sôi. Nước sôi cho thêm rau củ, 2 thìa cà chua paste, 2 thìa bột nêm và 2 quả ớt cay. Đun tầm 10 phút là chín."
11905,3126,1,"Trộn tất cả gia vị thành hỗn hợp rồi đổ vào ngâm + bóp cho thịt thấm. Dàn mỏng cất tủ đá qua đêm. Sáng dậy bỏ vào xay nhuyễn. Chả huế thì gói vào lá chuối, chả chiên thì dàn ra giấy nến nướng 180độ 35-60p tuỳ độ mỏng dày, giò bỏ thì gói vào giấy nến + giấy bạc để định hình rồi hấp/nướng 1t. (Đối với 500g thịt)"
11906,3126,2,
11907,3127,1,"Chân gà bóp muối rửa sạch, chặt đôi rồi cho vào nồi luộc với muối và hành tím bóc vỏ, đập dập. Chân gà chín vớt ra để ráo"
11908,3127,2,"Lê cắt miếng vừa ăn, khi cắt xong thì ngâm vào nước có pha chút đường cho lê được trắng. Sau đó cho lê và chân gà ra tô, cho nước mắm chua ngọt vào trộn đều là xong, chấm cùng sốt muối ớt đỏ"
11909,3128,1,"Chả cá thác lác quết đều cùng với mỡ nước, trứng cút, hạt nêm, tiêu. Quết ít nhất 7p cho cá được dai và xốp."
11910,3128,2,"Cải cúc nhặt sạch, rửa qua nước muối và để ráo. Bông trùng thảo ngâm mềm và để ráo."
11911,3128,3,Nấu nước sôi lên rồi vo từng viên chả cá vừa quết vào nấu cho chín. Cho bông trùng thảo vào nấu cùng cho thơm nước.
11912,3128,4,Cho cải cúc vào nấu 2 - 3p cho lá cải tiết ra đủ chất thơm và ngọt. Nêm nước gia vị cô đặc cho nước canh vừa ăn.
11913,3128,5,Tắt bếp và múc ra tô trình bày.
11914,3129,1,"Bơ nấu cho tan rồi cho hành Tây cắt múi cau vào xào thơm rồi cho nấm vào, thêm ít muối xào lửa vừa đến khi nấm chín"
11915,3129,2,"Cho kem tươi vào nấu sôi lại lửa vừa, nêm thêm muối cho vừa ý, món sốt này nên nên nhạt thôi không nên mặn quá mất ngon khi kết hợp với mì hoặc nui đã có độ mặn nhẹ khi luộc nước muối"
11916,3129,3,Cho phô mai parmesan vào quậy tan chảy để sôi lăn tăn thêm 1 chút nữa
11917,3129,4,"Sốt sôi tầm 1 phút nữa là xong, có thể dùng ngay kết hợp mì nui các loại."
11918,3130,1,Dough bột mình làm theo công thức này nha m. Chia làm 4 phần.
11919,3130,2,Cán mỏng khối bột thành miếng dày 8mm.
11920,3130,3,"Cắt ớt chuông thành sợi dài, thêm tôm nõn. Sốt mayonaise và phô mai mozzarella."
11921,3130,4,Nướng với lò đã được làm nóng trước ở 180 độ 8-10 phút.
11922,3131,1,"Bắt đầu bằng việc làm sạch và ướp gà. Dùng dao nhỏ loại bỏ lông sót lại, sau đó rửa sạch thấm khô. Ướp gà với tiêu đen xay và chút muối, trộn đều rồi để trong tủ lạnh 10 phút cho ngấm gia vị."
11923,3131,2,"Làm nóng chảo nông với bơ/ dầu ô liu, sau đó cho đùi gà và 2 tép tỏi đập dập vào, rán lửa nhỏ 3 phút mỗi mặt cho săn lại. Trong lúc đó, cắt hành tây thành miếng lớn. Sau khi gà săn, gắp gà ra để riêng và giữ lại dầu trong chảo. Làm nước sốt nền bằng cách bớt dầu nếu quá nhiều, cho hành tây vào đảo đều trên lửa nhỏ khoảng 8 phút đến khi mềm và vàng nâu."
11924,3131,3,"Thêm bột bắp vào cùng hành, khuấy đều, sau đó cho nước dùng gà, rau mùi tây, hương thảo, húng tây, tiêu đen và chút muối. Khuấy đều, đậy nắp và đun nhỏ lửa."
11925,3131,4,"Trong lúc sốt đang đun, chuẩn bị hạt khô bằng cách xay nghiền hạt đã rang muối thành vụn nhỏ mịn. Sau 5 phút, mở nắp nồi, thêm hạt rang đã xay và sô-cô-la đen vào. Đậy nắp, nấu thêm 2 phút cho sô-cô-la tan chảy. Dùng muỗng khuấy đều. Cuối cùng, cho đùi gà trở lại nồi, đậy nắp, đun nhỏ lửa 15 phút."
11926,3131,5,"Mỗi 5 phút mở nắp, khuấy đều sốt để không bị khét. Sau 15 phút, trở mặt gà, đậy nắp và tiếp tục đun thêm 5 phút, vẫn khuấy đều. Mở nắp đun tiếp 5 phút khuấy liên tục để tránh dính đáy nồi vì sốt rất sánh đặc. Khi gà chín mềm, gắp ra đĩa. Rưới phần nước sốt sánh mịn lên trên và rắc thêm ít hạt nghiền. Thưởng thức ngay khi còn nóng để cảm nhận vị thơm béo và lạ miệng của món ăn!"
11927,3132,1,"Cho sốt lẩu vào nồi nước, nước sôi cho cà chua cắt múi cau vào, thêm ít bò viên, hành và tỏi phi. Chuẩn bị các món ăn kèm, riêng cá bóp muối giấm rửa sạch"
11928,3132,2,"Sắp xếp tất cả nguyên liệu lên bàn, thêm nước chấm và thưởng thức"
11929,3133,1,"Gà bóp muối chà xát kỹ phần da cho sạch, cho vào nồi luộc chín với muối, hạt nêm và củ hành bóc vỏ đập dập"
11930,3133,2,"Gà chín lấy ra ngâm vào chậu nước đá cho da săn lại. Cắt riêng hai góc tư đùi gà ướp với hạt nêm, nước tương và tiêu xay, bóp đều cho thấm, ướp 30 phút, sau đó chiên vàng hai mặt, để ráo dầu"
11931,3133,3,"Món cơm gà nức tiếng với phần gà chiên giòn rụm hấp dẫn kèm cơm chiên. Do gà chiên nhiều dầu mỡ rồi nên mình dùng với cơm trắng rất ngon. Phần nước ướp thêm nước lọc, mè trắng và gia vị để làm nước chấm"
11932,3134,1,"Rau củ rửa sạch, đoạn cắt tất cả thành lát vừa ăn. Cho dầu vào chảo phi hành tỏi cho thơm kế cho nấm vào, kế cho squash vào lắc đều chảo. Xào với lửa lớn, để các thứ củ được xanh"
11933,3134,2,"Khi squash mềm thì cho tiếp ớt chuông vào đảo đều, kế cho 2 tbsp đầu hào, 1 tbsp đầu mè, 2 tsp bột nêm và tý đường, nêm cho vừa miệng, cuối cùng cho phần hành tây cắt mỏng vào rắc tiêu lên mặt."
11934,3135,1,Phết 1 lớp mật ong lên phần thịt heo quay rồi đem đút lò 2-3 phút. Lấy ra để nguội bớt cho xắt thành từng miếng vừa ăn.
11935,3135,2,Hành lá cắt nhỏ rồi bắc chảo dầu phi cho thơm vàng rồi vớt ra để ráo dầu.
11936,3135,3,Rau ăn kèm rửa sạch và để cho thật ráo nước. Cuốn chung với bánh hỏi.
11937,3135,4,Xếp trình bày ra dĩa rồi rưới hành phi lên. Ăn kèm với nước mắm chua ngọt.
11938,3136,1,"Kim chi cắt khúc, cho vào nồi nước nấu sôi thì cho thịt cắt mỏng và tôm bóc vỏ vào"
11939,3136,2,Nêm thêm muối và đường cho món canh có độ chua ngọt vừa phải. Món này dùng nóng rất ngon
11940,3137,1,"Cá hồi rửa sạch với muối, giấm, để ráo. Chiên vàng đều 2 mặt, để riêng"
11941,3137,2,"Hòa tan xốt chanh leo với bột ngô. Phi thơm tỏi, cho xốt chanh leo vào nấu sôi, cho cá hồi vào, lật đều 2 mặt đến khi cá thấm xốt."
11942,3137,3,"Cho cá, xốt ra đĩa, rắc hành, rau mùi cắt nhỏ, hạt tiêu lên và thưởng thức."
11943,3138,1,"Giã nhỏ hành tím, tiêu, muối trộn đều với thịt xay, rồi vo thành viên."
11944,3138,2,"Nấu sôi nước cho những viên thịt vào, nấu sôi lên vớt thật sạch bọt nếu có. Nấu tầm 15 phút rồi cho bí đỏ vào nấu chín"
11945,3138,3,"Rồi nêm nếm lại cho vừa khẩu vị, thả hành ngò, ngò gai vào. Múc canh ra tô"
11946,3139,1,"Đậu cắt miếng dọc chiên vàng, mì lá tươi trụng mềm"
11947,3139,2,"Phi thơm đầu hành, cho cà chua vào đảo sơ rồi cho nước vào nấu cho cà chua mềm, thêm muối, nước mắm. Gắp mì ra tô, chan nước dùng, thêm đậu hũ chiên, hành lá và tiêu xay"
11948,3140,1,"Băm nhỏ gừng, hành, tỏi, phi thơm, cho cà chua cắt múi cau, xả đập dập, 1 thìa canh mắm vào đảo đều cho ra nước màu. Cho 2 lít nước sôi vào nồi, thả dứa cắt miếng mỏng, 2 quả ớt, quả sấu, để nước sôi trong 5 phút."
11949,3140,2,"Thả cá mím vào nồi nước canh, nấu 10 phút nêm gia vị cho đủ chua cay mặn ngọt."
11950,3140,3,"Cho hành lá, rau răm, thì là cắt nhỏ vào rồi tắt bếp."
11951,3141,1,"Cánh gà cắt khứa theo khớp. Rán/ nướng không dầu lửa to cho khô, se bề mặt."
11952,3141,2,Chanh dây chắt lấy nước cốt bỏ hạt. Pha chanh dây theo tỉ lệ 1 mắm: 1 đường: 1 cốt chanh dây.
11953,3141,3,"Cho hành, tỏi băm nhỏ vào phi thơm cùng 1 ít dầu ăn. Đổ gà, hỗn hợp sốt đã pha, thêm 1 ít nước vào om. Sao cho cánh ngấm đều gia vị đến khi nước sốt sánh lại là được. Lưu ý gia giảm theo độ chua của canh và mặn của mắm, có thể thêm tương ớt nếu ăn cay."
11954,3142,1,"Thịt heo rửa sạch, để ráo rồi xắt miếng vừa ăn. Ướp gia vị cho thấm."
11955,3142,2,Xoài gọt vỏ xắt miếng vừa ăn.
11956,3142,3,Phi thơm vàng hành tím rồi cho thịt vào xào săn lại. Thêm xíu nước cho thịt chín đều.
11957,3142,4,Nêm gia vị cho vừa ăn và nước rút gần cạn thì cho xoài vào đảo đều nhanh tay.
11958,3142,5,Cho hành lá vào đảo đều và tắt bếp. Múc ra dĩa và thưởng thức.
11959,3143,1,"Tôm lột vỏ bỏ đầu khứa vài đường phía bụng để tôm được thẳng,ướp vào xíu bột nêm để ráo tôm.lấy bột chiên giòn áo kín tôm để qua một bên.phần bột dư cho thêm chút bột nữa rồi chế bia vào hơi lỏng hơn sệt một tí để tôm dễ bám bột hơn.bắc chảo dầu nhiều,chờ nóng lấy tôm lăn qua bột nước rồi cho vào chảo,tôm sẽ phì no con tôm,tôm thả vô vừa cứng bột là trở bề cho tôm được tròn"
11960,3143,2,
11961,3143,3,"Chiên vàng gắp ra rổ cho ráo dầu.tôm chấm với tương ớt xí muội,rất giòn và xốp con tôm no tròn"
11962,3144,1,Khoai tây gọt vỏ cắt khúc. Hành tây cắt nhỏ.
11963,3144,2,"Xào sơ các nguyên liệu sau đó cho nước hơi xăm xắp vào hầm mềm. Cách khác: Mình dùng máy nấu sữa hạt hầm khoai. Cho chân nấm, lá oregano vào. Đổ nước xăm xắp và bật chế độ hầm. Cách này nhanh và tiện lợi. Lưu ý: chỉ rắc vài sợi oregano thôi bạn nhé, nhiều quá sẽ bị hắc."
11964,3144,3,Dùng máy xay xay nhuyễn các nguyên liệu. Sau đó cho thêm 1 cọng cần tây (nhớ là 1 cọng thôi không soup sẽ có mùi hắc) Bấm nút xay nhanh.
11965,3144,4,"Cho nguyên liệu vừa xay vào nồi, nấu nhỏ lửa kẻo bén. Nêm muối, hạt nêm vừa ăn, soup vừa sôi thì tắt bếp."
11966,3145,1,Đậu cắt miếng vừa ăn rán vàng
11967,3145,2,"Cùi mít cắt miếng vừa ăn. Cho dầu ăn vào nồi, hành bo roa (hoặc hành khô) thái nhỏ phi thơm, cho cùi mít vào xào nêm 1 thìa cà phê hạt nêm nấm, 1 thìa cà phê muối hồng, đổ 500ml nước vào đun sôi khoảng 5 phút, cho đậu đã rán vào đun tiếp 5 phút nữa nêm gia vị vừa ăn rồi thái lá lốt vào là được."
11968,3146,1,"Phi thơm đầu hành, cho thịt cắt nhỏ vào đảo săn"
11969,3146,2,"Tiếp đến cho ớt chuông cắt miếng vào, thêm ít nước và 2mc nước mắm, đảo đều đến khi ớt chuông mềm bớt thì cho hành lá cắt khúc vào đảo đều"
11970,3146,3,"Gắp ra dĩa, rắc thêm tiêu xay và tỏi phi cho thơm"
11971,3147,1,"Quậy nước lá dứa vào 1 tô bột, quậy nước cốt vào 1 tô rồi lược lại. Bắc lên chảo lấy trùng non nghĩa là chỉ chín phần rìa rồi lấy ra dùng máy đánh cầm tay đánh mịn cả hai màu đều làm như vậy. Cả 2 có độ sêt nhẹ."
11972,3147,2,Dùng ngăn xửng khoảng 22cm cắt phần đáy của chai nước úp lên khuôn chế bột lớp này lớp kia tuần tự đến hết bột.bắc xửng nước sôi cho bánh vào hấp khoảng 45 phút
11973,3147,3,Bánh chín để nguội lấy ra cắt
11974,3148,1,Hành khô băm nhỏ. Mỳ luộc chín. 1 thìa dầu ăn 1 thìa tóp mỡ cho vào chảo nóng phi thơm hành băm. Bỏ cả chua cắt nhỏ vào đảo cùng đến khi cà chua nát. Quá trình đảo thêm chút nước mắm hoặc bột canh theo khẩu vị
11975,3148,2,"Cà chua nát, bỏ thêm thịt vào đảo, cho thêm nước đến lúc thịt chín nước sền sệt là được. Giá trụng qua nước sôi. Trình bày: cho giá, mỳ. Rưới nước sốt vừa nấu lên trên khi còn nóng rắc thêm hành, mùi. Cuối cùng rắc thêm thìa tóp mỡ còn lại lên trên. Trộn đều và thưởng thức"
11976,3149,1,"Luộc nui với 1 mcf muối hột, trong khi luộc khử hành tỏi cho nấm vào cùng chút muối xào chín"
11977,3149,2,Canh thời gian khi còn 3 phút nui chín cho lá bông cải vào luộc chung rồi đổ ra rây cho ráo nước
11978,3149,3,"Lúc này nấm đã chín vàng rìa cháy cạnh, cho mì và rau luộc vào cùng 1 mc dầu hào chay, trộn đều và nếm vừa ý."
11979,3149,4,Thêm ngò tây cắt nhỏ trộn đều cùng 1/2 mcf dầu mè thơm. Bon appétit 🍽
11980,3150,1,"Bí gọt vỏ bào sợi. Chả tôm thịt nặn viên, cho vào nồi 1,5l nước kèm tôm, nấu sôi cho bí bào sợi vào, nêm 1mcf muối, ít hạt nêm nấu cho bí chín"
11981,3150,2,"Múc canh ra tô, thêm hành ngò và tiêu xay"
11982,3151,1,"Rau củ rửa sạch, cắt khối vuông. Phi thơm đầu hành, cho rau củ vào xào chín, nêm 1mc dầu hào, rau củ chín thì thêm hành lá vào"
11983,3151,2,"Viên phomai hải sản chiên vàng, để ráo dầu"
11984,3151,3,"Dọn viên hải sản chiên kèm rau củ xào, ngon và lạ miệng"
11985,3152,1,"Đặt nồi nước lên bếp, có nước dùng thì càng ngon, cho 2mc sốt lẩu vào khuấy đều, đun sôi và nêm lại cho vừa vị, sau đó cho cà chua và hành lá, tỏi phi vào. Nấm và cà chua xếp ra dĩa"
11986,3152,2,"Bò và cá rửa sạch, xếp ra dĩa. Bún trụng sơ"
11987,3152,3,Các nguyên liệu khác cũng chuẩn bị sẵn sàng
11988,3152,4,Ngày Lễ nên có ít xôi chè tráng miệng cũng xếp hình lá cờ cho có không khí
11989,3152,5,"Bật bếp nóng, cho tất cả nguyên liệu vào và thưởng thức"
11990,3153,1,"Sơ chế : _ Thịt cắt miếng dài, dày mỏng tuỳ thích, rửa sạch với nước muối loãng, để thật ráo nước. _ Sả + tỏi + ớt cho vô máy xay nhuyễn _ Sốt ướp: Cho hạt nêm + đường + nước mắm + dầu màu điều + bột ngũ vị hương + rượu vô chén quậy đều cho tan gia vị."
11991,3153,2,"Cho thịt vô nồi sạch rồi cho sả, tỏi, ớt + sốt ướp vô, đeo bao tay ni lông trộn đều rồi để ướp ít nhất 2 tiếng (hoặc qua đêm) trong ngăn mát tủ lạnh."
11992,3153,3,"Tiếp đó xỏ dây qua từng miếng thịt, đem treo ở chỗ thật nắng gắt, phơi 4 - 5 tiếng cho thịt khô lại (không làm khi trời không nắng sẽ làm thịt bị ôi thiu)."
11993,3153,4,"Sau khi phơi thịt đã đạt thì lấy vô, chiên thịt trong chảo dầu cho vàng đều 2 mặt hoặc cho vô nckd (lò nướng) nướng chín thịt."
11994,3153,5,"Cắt thịt heo 1 nắng chiên (nướng) thành miếng nhỏ, ăn với cơm nóng kèm dưa leo + nước mắm chua ngọt."
11995,3154,1,"Cho 3 thìa dầu ăn + 1/3 gói sốt tương đen vào chảo, đảo chín sốt tầm 5 phút. Để lửa nhỏ tránh để sốt bị khét. Sau đó đổ sốt ra 1 cái bát riêng."
11996,3154,2,"Xào ngô, xx, cà rốt cho chín, rồi đổ phần sốt tương đen đã chín vào đảo cho tan"
11997,3154,3,"Thêm 150ml nước vào chảo, khuấy tan sốt"
11998,3154,4,"Thêm đường, mắm, dầu hào, nước tương, tương cà"
11999,3154,5,Đun cho sệt lại
12000,3154,6,"Trộn cơm - Chuẩn bị 1 cái chậu to, vệ sinh sạch sẽ. Đổ cơm vào rồi dàn cơm đều ra chậu, tạo thành 1 cái phễu - Sử dụng 1 chút dầu mè, căn sao cho dậy mùi là được - Sau khi trộn dầu mè, đổ phần sốt vừa làm vào trộn đều tay, tránh để sốt vón cục - Cuối cùng là trộn sốt mayo và rong biển (mayo cho kín mặt chậu là được, rong biển vụn sử dụng 150gr)"
12001,3154,7,Nén cơm và đóng gói
12002,3155,1,"Vo gạo hầm cháo cho chín tầm 40 phút hoặc nấu nồi áp suất, có thể nấu sẵn trước (cho nhanh)"
12003,3155,2,"Làm nóng chảo cho dầu ăn và hành tím vào phi cho dậy mùi thơm, rồi cho thịt heo xay vào xào chín với gia vị: muối, tiêu, mắm."
12004,3155,3,"Cho thịt đã xào chín vào nồi cháo nấu thêm 15 phút, rồi nêm nếm lại cho vừa khẩu vị, thả hành ngò vào, múc cháo ra tô"
12005,3155,4,"Trang trí thêm hành ngò, gừng cắt sợi, thêm ít tiêu để mùi vị thêm ngon và hấp dẫn"
12006,3156,1,"Gà rửa sạch,để ráo,ướp gia vị,cho trứng vào gà,trộn đều"
12007,3156,2,"Chắt trứng ra,cho 2 loại bột vào trộn đều,chiên 2 lần(lần 1 5’,lần 2 8-10’)"
12008,3156,3,"Chắt bớt dầu chiên,cho tỏi vào phi thơm,cho sốt vào đun sôi,cho gà vào trộn đều.Dùng nóng 😋"
12009,3157,1,Rau lấy phần lá rửa sạch vẩy ráo. Thêm 1/2 cup nước xay nhuyễn lược lại lấy 1/4 cup nước cốt.
12010,3157,2,Trộn vào cơm nguội khô. Khúc này mình nêm vào 1/5 mcf muối nha.
12011,3157,3,Cho dầu vào chảo. Phi thơm tỏi băm cho cơm đảo ráo. Thêm cà rốt hạt lựu và lạp xưởng xắt nhỏ.
12012,3157,4,Múa ra đĩa dùng kèm nước tương dằm ớt.
12013,3158,1,Chuẩn bị các nguyên liệu chính. Ướp hủ tiếu với: 1tbsp hắc xì dầu đặc biệt + 1tsp nước tương. Trộn cho thật đều màu.
12014,3158,2,"Cải xá bấu xắt hạt lựu, ngâm nước và xả sạch cho bớt mặn. Bắc chảo, cho 1tbsp mỡ nước + 1/2tbsp tỏi băm + 2tbsp tóp mỡ vào phi cho thơm. Cho cải xá bấu vào xào. Nêm 1tbsp đường + 1/4tsp tiêu. Trộn đều rồi trút ra dĩa."
12015,3158,3,"Cải bẹ xanh rửa sạch cắt khúc riêng phần lá và phần cọng (chẻ nhỏ cọng ra). Cho 1tbsp mỡ + 1/2tbsp tỏi băm vào chảo, phi thơm. Cho cọng cải vào xào lửa lớn đến khi vừa mềm thì cho lá cải xào chung. Nên 1/4tsp hạt nêm và một nhúm tiêu. Cho 2tbsp nước vào để cải mau chín rồi vớt ra dĩa."
12016,3158,4,"Cho 2tbsp mỡ nước vào chảo, láng đều. Chia hủ tiếu thành 2 phần. Mỗi lần cho vào xào 1 phần. Trải ra và dùng sạn ép nhẹ cho chiên vàng từng mặt. Đánh tan 2 trứng vịt cho vào. Láng trứng ra xung quanh."
12017,3158,5,"Làm vỡ lòng đỏ, cho chảy đều mặt bánh. Cho cải xá bấu đã xào lên. Rắc thêm 2tbsp hành lá + 1/4tsp tiêu. Khi mặt dưới đã vàng giòn thì lật úp lại cho trứng vừa chín thì cho ra dĩa."
12018,3158,6,"Cho hủ tiếu ra dĩa. Cho 1/2tbsp tương ớt (nếu thích ăn cay) và cho phần cải bẹ xanh đã xào lên mặt. Rắc thêm một ít tiêu rồi thưởng thức với nước chấm riêng: 2tbsp nước tương + 1/2tbsp dầu hào + 5tbsp nước sôi + 2tsp đường + 1/2tbsp tương ớt, khuấy thật đều rồi dùng với hủ tiếu."
12019,3159,1,"Đậu hũ cắt lát, cho vào nckd bật 160° 10 phút"
12020,3159,2,"Rau thơm nhặt rửa sạch, củ sắn cắt dài mỏng, xào với nước và hạt nêm chay. Cuốn tất cả lại"
12021,3159,3,Sốt tương chấm bò bía
12022,3159,4,"Món chay thơm ngon, hấp dẫn"
12023,3160,1,"Măng khô đã ngâm, luộc 2-3 lần, mỗi lần để sôi 10’ Rửa lại nước, để ráo. Cà rốt cắt khoanh hoặc cắt khúc."
12024,3160,2,"Xào măng với muối và hạt nêm, xào 5’ cho măng thấm. Đổ nước xăm xắp vào nấu nhỏ lửa. Cho cà rốt, táo đỏ vào hầm chung."
12025,3160,3,"Hầm măng khoảng 30’. Cứ cạn nước thì cho thêm nhưng không nên cho quá nhiều nước. Cách này giúp măng đậm vị, nước thanh mà măng không lạt. Cho nấm tươi vào hầm thêm 10’. Sau đó đổ thêm lượng nước đủ dùng. Nấu sôi lại vài phút. Nêm thêm dầu ăn cho có độ béo. Cho rau mùi vào rồi tắt bếp."
12026,3161,1,"Sườn heo chặt thành từng khúc dài, rửa sạch, để ráo. Ướp chút hạt nêm cho đậm đà."
12027,3161,2,Băm nhuyễn tàu xì rồi trộn cùng sườn heo. Thêm sả băm và ớt cắt nhỏ vào trộn đều.
12028,3161,3,Xếp sườn vào dĩa rồi cho hành boa rô cắt khúc ngắn lên rồi đem hấp cách thủy 30p.
12029,3161,4,Sườn chín lấy ra trình bày và thưởng thức.
12030,3162,1,"Gà chặt miếng vừa ăn, rửa sạch rồi chằn sơ vs nước khử bớt mùi, rửa lại lần nữa rồi để ráo. - Sả ớt băm nhuyễn, gừng cắt sợi, xíu nghệ bào nhỏ để màu đẹp hơn (không có gừng nghệ cũng được vì chủ yếu gà xào sả ớt nha)"
12031,3162,2,"Cho dầu vào nồi, để 1/2 đường vào để làm nước màu, thấy đường hơi ngả màu vàng nhẹ thì đập tỏi bỏ vào phi, canh cho tỏi vừa vàng và đường hơi nâu lại thì đổ thịt gà vào nhanh tay xào săn thịt lại. Rồi cho 2m nước mắm, 1m nước tương, muối, đường vào. Thêm nước vừa ngập thịt. Kho với lửa vừa/nhỏ."
12032,3162,3,"Kho khoảng 15-20p cho thấm và nước cạn bớt thì cho sả ớt (nghệ), xíu bột ngọt vào. Đảo đều rồi kho tiếp 1 lúc cho tới khi nước còn sấp sấp thì thêm miếng gừng vào. Đảo vài phút là tắt bếp."
12033,3163,1,Cho chút muối vào nồi nước cho trứng vào luộc chừng 20 phút trứng chín cho qua nước lạnh.bầu gọt vỏ rửa sạch cắt khoanh chẻ đôi
12034,3163,2,"Lá mồng tơi rửa sạch để ráo,tỏi củ hành xay nhuyễn,củ khác xắt múi cau,hành lá cắt khúc"
12035,3163,3,"Lột trứng lộn để nước riêng lát cho vào nồi nước trứng để ráo.Bắc chảo cho dầu vào phi tỏi củ hành cho thơm.trút phần phi này vào tô trứng lộn ướp vào nửa mcf bột nêm và xíu tiêu.chảo còn cho bầu vào xào cho thấm mướt cho nước vào cùng với nước trứng lộn,nước sôi nêm vào 1mcf đầy bột nêm,1mc đường,1/3mcf bột ngọt khi bầu đã chín một phần cho trứng lộn vào đảo đều và nêm lại rồi cho củ hành,hành lá vào.có thể nhận lá mòng tơi một bên nồi hay để trong tô"
12036,3163,4,Múc bầu lên rắc tiêu và dùng nóng
12037,3164,1,"Thịt heo xay ướp với 1 ít tiêu, hành tím giã nhỏ, muối để 15 phút cho thấm gia vị"
12038,3164,2,"Khoai tây, bí đỏ gọt vỏ. Rửa sạch sẽ, cắt miếng vừa ăn."
12039,3164,3,"Nấu sôi nước cho thịt heo vào đợi sôi lên lại vớt thật sạch bọt, rồi cho khoai tây bí đỏ vào. Nấu lửa nhỏ vừa thỉnh thoảng vớt thật sạch bọt để nước canh được trong"
12040,3164,4,"Khi tấc cả đã chín thì nêm nếm lại cho vừa khẩu vị, thả hành ngò vào. Múc canh ra tô"
12041,3165,1,"Sơ chế nguyên liệu: _ Nấm cắt gốc, rửa sạch, ngâm với nước muối loãng 10 phút rồi rửa lại với nước sạch, để ráo. _ Cà chua rửa sạch, cắt múi cau _ Thơm cắt rẻ quạt _ Bạc hà tước sạch vỏ, rửa sạch, cắt lát xéo mỏng _ Đầu hành rửa sạch, cắt nhỏ _ Rau ngỗ rửa sạch, cắt nhỏ"
12042,3165,2,"Cho vô nồi 2MC dầu ăn bắc lên bếp, dầu nóng cho đầu hành vô phi thơm rồi đổ cà chua + thơm vô đảo đều, cho vô 1MC hạt nêm + 2MC đường + 2MC nước mắm,đảo 1 lúc cho cà chua mềm"
12043,3165,3,"Đổ vô nồi cà chua 1,3 lít nước nấu cho nước sôi thì cho me + bạc hà vô nấu cho canh sôi lên, bạc hà chín"
12044,3165,4,"Tiếp đó cho nấm kim châm vô, nêm vô thêm 1MC nước mắm, nấu thêm 3-4 phút cho nấm chín, nêm nếm vị vừa ăn rồi tắt bếp."
12045,3165,5,Múc canh ra tô cho rau ngỗ vô. Ăn nóng với cơm trắng
12046,3166,1,"Thịt trâu rửa sạch, cắt vuông, ướp với dầu ăn, muối, hạt nêm, tiêu xay, 1/2 lượng hành tỏi băm, ướp 30 phút cho thấm. Cà chua cắt hạt lựu. Khoai tây cà rốt cắt khúc. Hành tây cắt múi cau"
12047,3166,2,"Phi thơm hành tỏi băm, cho thịt vào đảo săn. Cho cà chua vào đảo cùng, cho nước và hạt nêm vào nấu sôi, ủ 45 phút cho thịt mềm, sau đó thêm lần lượt cà rốt, khoai tây, tiêu xanh, cuối cùng là hành tây vào nấu chung, nêm lại cho vừa vị. Rau củ chín tới thì múc ra tô, thêm ngò trang trí"
12048,3167,1,"Dưa cải cắt nhỏ vừa ăn, bạn cũng có thể cắt nhuyễn hơn theo ý thích"
12049,3167,2,"Phi hành thơm cho trứng vào đánh chín, nêm nếm với bột nêm"
12050,3167,3,"Cho dưa cải vào xào, nêm thêm nước tương theo khẩu vị cuối cùng là chút tiêu xay và ớt xắt."
12051,3167,4,Dùng với cơm nóng đơn giản nhanh gọn cho ngày lười nấu nướng phức tạp.
12052,3168,1,"Phi thơm hành tím băm, cho thịt vào đảo săn"
