StepId,RecipeId,StepNumber,StepText
1377,314,4,"Trộn đều đường, nước mắm, tương ớt, tỏi, ớt, nước cốt chanh để làm sốt."
1378,314,5,"Làm nóng chảo, cho bơ vào, xào hành tây 1-2 phút."
1379,314,6,"Cho cánh gà vào chảo, đảo đều rồi đổ sốt vào."
1380,314,7,"Rim nhỏ lửa đến khi sốt sệt lại, bám đều cánh gà là hoàn thành."
1381,315,1,Ướp Thịt với bột Cà Ri+ hành 10-15p
1382,315,2,Phi Thơm Hành Tỏi Xả+ Hành Tây (đảo xém cạnh)
1383,315,3,Rán xơ 2 mặt Rau Củ Quả (lúc nấu đỡ bị nát)
1384,315,4,Cho phần thịt đã ướp vào đảo săn rồi cho nước (căn đo)
1385,315,5,"Khi sôi, đổ tất cả vào rồi ninh 20-30p rồi ra đĩa❤️"
1386,316,1,"Bí rửa sạch,để ráo nước,óc heo rửa sạch,loại bỏ hết phần xương vụn rồi để ráo"
1387,316,2,Cắt tỉa bí cho đẹp hoặc có thể bỏ qua nha🤭🤭🤭xếp óc heo vào bí
1388,316,3,"Thêm mì chính,nước mắm,hạt tiêu vào sau đó để 15p cho ngấm,cái này e hấp bằng nồi cơm điện nhé ạ,cho bí vào bát,cho vào nồi sau đó thêm nước,ấn nút nấu đợi tầm 20p là chín,sau đó lấy ra rồi ăn nóng kèm cơm là bao dính"
1389,317,1,"Khoai tây gọt vỏ lấy mắt ngâm trong nước, cắt múi cau rồi rửa sạch để ráo"
1390,317,2,"Thịt ba rọi cạo rửa sạch cắt miếng lớn đem luộc chín trong nước luộc, đập miếng gừng cho thịt thơm, sau đó đem xắt miếng vừa ăn, nhớ xắt miếng dầy dầy chút. khoai tây đem chiên chín và hơi xém, trút ra dĩa"
1391,317,3,Bắc chảo lên lại cho gốc hành vào tiếp đến cho thịt ba rọi vào xào sơ cho hết gia bị vào rồi nêm lại vừa ăn cho tiếp khoai tây hành lá vào xào đều rồi cho ra dĩa.
1392,317,4,Khoai không nát mà bùi thấm gia vị.
1393,318,1,"Làm gà nướng: mình mua 4 miếng má đùi gà rút xương, ướp 1 tsp dầu hào 1 tsp nước tương 1 tsp mật ong 1/4 tsp tiêu 1/4 tsp ngũ vị hương, ướp trong 30 phút."
1394,318,2,Nướng bằng nckd 200 độ 15 phút có trở mặt. Hoặc 220 độ 15 phút với lò nướng
1395,318,3,"Cắt nhỏ xà lách lót dưới đĩa. Cho dưa leo cà rốt cắt khoanh, bắp ngọt và cà chua bi lên"
1396,318,4,"Để gà lên và thêm sốt (dầu dấm, mayonaise)"
1397,319,1,"Làm tóp mỡ giòn ngon: mỡ thắng lên, thêm hành tím, mỡ vàng lọc lấy tóp để riêng"
1398,319,2,Rau sống rửa sạch.
1399,319,3,"Mọc giòn mình mua sẵn. Đậu hũ cắt miếng quân cờ, chiên vàng."
1400,319,4,"Cho nước vào cua, dùng rổ, lắng qua chắt lại vài lần, bỏ xác. Bắc nồi lên thêm xíu muối, nấu sôi, vớt riêu ra một chén nhỏ riêng."
1401,319,5,"Phi thơm hành tím băm, cho gạch cua và cà vào xào mềm. Thêm vào nồi nước cua."
1402,319,6,"Thêm dấm, nêm muối vừa ăn."
1403,319,7,"Cho mọc, bò nhúng tái."
1404,319,8,"Khi ăn sắp xếp bún, chả, bò nhúng tái, tóp mỡ, rau, cà chua, đậu hũ, chan nước, thêm ít mắm tôm cho dậy vị."
1405,320,1,"Tàu hũ rửa sơ qua nước ấm, vớt để ráo, thấm khô rồi xắt thành từng khối vuông vừa ăn. Thịt heo xay ướp với: tương ớt, dầu hào, ớt bột, hạt nêm, tiêu xay, hành tỏi, dầu mè dể 30p cho thấm."
1406,320,2,Phi tỏi cho thơm vàng rồi cho thịt heo xay vào xào cho tơi ra.
1407,320,3,"Thêm nước vào nấu sôi lên, rồi cho sa tế Tứ Xuyên và xuyên tiêu vào nấu cùng. Tiếp đến cho tàu hũ vào rim 2-3 phút. Cho nước bột năng vào tạo độ sánh theo ý thích."
1408,320,4,Múc ra dĩa và cho hành lá lên. Món này dùng kèm cơm nóng rất ngon.
1409,321,1,"Tôm băm nhỏ trộn vào thịt, ướp với 1 thìa canh mắm, 1/2 thìa cà phê tiêu, 1 củ hành khô băm nhỏ trộn đều; mộc nhĩ, nấm hương ngâm nở, rửa sạch, băm nhỏ trộn vào thịt, tôm."
1410,321,2,"Cải bắp bóc lấy lá, trần sơ cùng với hành lá, sau đó thả vào chậu nước lạnh cho nguội bớt rồi vớt ra. Cắt sống lá, cuộn thịt vào trong lá cải bắp, dùng lá hành cột lại rồi cho lên xửng hấp trong 20 phút."
1411,321,3,"Cuộn tôm, thịt chín bỏ ra đĩa."
1412,321,4,"Phi thơm hành, tỏi cho vào 1 thìa canh nước mắm, 2 thìa canh dầu hào, 2 thìa canh nước khuấy đều cho gia vị hòa quyện rồi cho bắp cải cuộn vào, đảo qua lại cho cuộn cải thấm gia vị rồi tắt bếp, rắc tiêu ăn nóng."
1413,322,1,"Sơ chế nguyên liệu: Rửa sạch bên ngoài quả dứa rồi để ráo, sau đó cắt ra làm 2 & khoét lấy ruột dứa để riêng"
1414,322,2,Làm sốt dứa-mayonnaise: Cho tất cả nguyên liệu phần sốt vào cối của máy xay sinh tố rồi xay cho đến khi hỗn hợp quyện đều (lấy 50gr ruột dứa ở bước 1)
1415,322,3,"Chuẩn bị tôm: Rửa sạch tôm, cắt bỏ phần đầu & phần vỏ chừa đuôi tôm lại rồi dùng dao rạch dọc thân tôm xong lấy phần chỉ đen bỏ, để ráo... Sau đó để bột chiên giòn vào áo đều tôm"
1416,322,4,"Chiên giòn tôm: Để dầu ăn vào nồi, dầu nóng cho tôm vào chiên đến khi tôm chín giòn thì vớt ra để lên giấy thấm dầu"
1417,322,5,"Trộn sốt dứa-mayonnaise vào tôm: Cho 3 muỗng canh sốt vào tôm đã chiên giòn rồi trộn để sốt thấm đều từng con tôm, sau đó xếp tôm vào quả dứa đã chuẩn bị (có thể cắt vài miếng dứa nhỏ trộn cùng sốt ăn cùng)"
1418,322,6,"Thành phẩm: Tôm chiên giòn có màu đỏ đẹp bắt mắt, kết hợp với lớp sốt chua ngọt béo ngon... Hương vị hài hòa, hấp dẫn thật tuyệt vời"
1419,323,1,Ướp cá với muối ớt để ngăn mát tủ lạnh lạnh cho thấm
1420,323,2,"Rồi làm nóng chảo cho dầu ăn vào, đợi dầu sôi lên thì cho cá vào chiên"
1421,323,3,"Trở mặt cá chiên cho vàng đều, rồi vớt ra dĩa. Tắt bếp"
1422,323,4,
1423,324,1,"Pha sốt: 2 thìa canh đường, 3.5 thìa canh nước tương, 1 thìa cà phê dầu mè, 2 thìa canh nước lọc, tỏi băm."
1424,324,2,"Thịt ba chỉ thái miếng mỏng vừa ăn, chiên trên chảo (không cần dầu ăn) đến khi hơi xém vàng 2 mặt thì bỏ riêng ra đĩa."
1425,324,3,"Dùng giấy thấm bớt dầu trong chảo, cho sốt đã pha ở trên vào, đun đến khi sôi lăn tăn thì bỏ thịt vào đảo đều cho thấm sốt. Cuối cùng rắc thêm hành lá và tiêu lên trên và tắt bếp."
1426,325,1,"Đậu rồng rửa sạch, cắt xéo vừa ăn"
1427,325,2,"Phi thơm tỏi băm, cho đậu rồng vào đảo đều, thêm ít nước và 1mc nước mắm, ít hạt nêm. Cho tiếp nấm vào xào chung"
1428,325,3,"Sau khi nấm và đậu rồng mềm thì gắp ra dĩa, thêm ít tiêu xay và tỏi phi"
1429,326,1,Xoài và cà rốt bào sợi. Tôm khô ngâm nở chấy với hành tỏi phi thơm.
1430,326,2,Nước mắm kẹo trộn gỏi đã làm trước. Bóc vỏ và cắt khoanh trứng vịt muối. Rau răm lặt rửa sạch.
1431,326,3,Trộn rau răm và tôm khô
1432,326,4,"Ăn kèm phồng tôm, trứng muối cắt khoanh."
1433,327,1,Dừa bánh tẻ cắt miếng vừa ăn. (Trong bài là mình dùng khuôn nhấn hình hoa cho điệu)
1434,327,2,"Ướp dừa với hắc xì dầu (hoặc nước tương), muối, mật mía, nước ép dứa trong 15-30 phút."
1435,327,3,"Cho dừa đã ướp vào nồi, thêm dầu ăn và nước lọc. Kho nhỏ lửa trong 15 phút, tắt bếp, để dừa thấm vị."
1436,327,4,"Khi ăn, kho lại 5 phút cho dừa đậm đà, rắc tiêu xay lên trên nếu thích."
1437,328,1,"Sơ chế nguyên liệu: Cá sơ chế sạch rồi chà rửa sạch với muối-chanh để khử nhớt & tanh, để ráo nước. Sau đó dùng dao bén cắt dọc sống lưng để lọc lấy thịt cá, phi lê cá xong thì thái miếng vừa ăn (phần đầu & xương cá giữ lại để nấu canh cải xanh + gừng rất ngon)... Tiếp đến ướp vào cá: 2 muỗng cafe nước mắm + 1 muỗng cafe hành băm + 1/3 muỗng cafe tiêu trộn đều & để nghỉ 15 phút cho thấm vị"
1438,328,2,"Sơ chế rau: Rau cần nước lặt sạch rễ rửa sạch từng cọng rồi cắt khúc hoặc vặn từng đoạn ngắn... Cà chua rửa sạch thái múi cau, hành củ cắt lát"
1439,328,3,"Xào cá: Phi thơm dầu với hành củ tím rồi để cá vào xào có thêm chút nước lọc, nhớ trở lật cá đều nhẹ tay để cá không bị gãy, cá chín múc ra chén"
1440,328,4,"Xào rau & hoàn tất: Cho rau phần cọng & cà chua vào chảo xào cá ở bước 3 rồi đảo qua vài lượt cùng 1 muỗng cafe hạt nêm + 1 muỗng cafe bột ngọt cho vừa miệng, cuối cùng mới để phần lá vào đảo sơ tắt bếp, múc ra dĩa rắc tiêu (nếu thích thì cho hành lá hoặc rau thì là vào lúc này)"
1441,328,5,"Thành phẩm: Dĩa cá lóc xào rau cần nóng hổi với thịt cá mềm thơm, rau cần giòn mát vị vừa vặn đủ chất... Dùng nóng với cơm rất ngon"
1442,329,1,Ướp thịt bò với dầu ăn và nước tương Teriyaki trong 10 phút.
1443,329,2,"Phi hành lá với dầu cho thơm, cho bò vào xào nhanh trên lửa lớn đến khi vừa chín."
1444,329,3,Chiên trứng ốp la.
1445,329,4,"Xếp cơm ra tô, lần lượt cho bò xào, trứng ốp la, kim chi, bắp cải lên trên. Rắc mè trắng lên trứng và thưởng thức."
1446,330,1,"Nấm rơm tươi phơi nắng hoặc sấy lò cho khô, rửa sạch."
1447,330,2,"Khoai môn gọt vỏ, rửa sạch, cắt miếng vừa ăn."
1448,330,3,"Đun sôi nước, cho nấm rơm vào nấu 10 phút, nêm muối."
1449,330,4,"Kế tiếp cho khoai khoai môn vào nồi, nêm hạt nêm, nấu đến khi khoai mềm. Để khoai không nát, chúng ta nên hầm lửa nhỏ, không khuấy đảo trong suốt quá trình nấu, khoai vừa mềm là tắt bếp."
1450,330,5,"Tắt bếp, cho rau mùi ta (hoặc ngò gai) vào, dùng nóng."
1451,331,1,Bột ngũ cốc nguyên cám
1452,331,2,Bắc lên bếp 500ml nước.
1453,331,3,Táo cắt hạt lựu.
1454,331,4,"Cho táo, bột ngũ cốc, đậu lăng vào nồi, khuấy đều."
1455,331,5,Nêm muối vừa ăn.
1456,331,6,"Khi bột ngũ cốc sắp nở ra hết, đập 2 quả trứng vào khuấy đều."
1457,331,7,"Trút ra tô, thêm tiêu và dưa mắm lên trên."
1458,332,1,"Xắt thịt bò mỏng, ướp với 1/2 mc dầu hào, 1 mc xì dầu, xíu hạt nêm, 1 tép tỏi băm. Súp lơ cắt miếng vừa ăn, rửa sạch, để ráo."
1459,332,2,"Phi thơm tép tỏi băm với dầu nóng trên chảo. Cho thịt bò vào xào nhanh. Gần chín, múc ra để riêng."
1460,332,3,"Cho súp lơ vào xào, cho 1/2 mc mắm, xíu xíu muối, bột ngọt. Cho tí nước nóng vào. Đảo đều. Đậy nắp cho lơ chín."
1461,332,4,"Khi súp lơ đã chín, cho bò, hành lá, tiêu vào. Trộn lên. Vậy là xong. Bày ra dĩa và ăn thôi."
1462,333,1,"Cải mèo rửa sạch, cắt khúc vừa ăn. Gừng thái sợi, hành lá cắt nhỏ."
1463,333,2,"Đun nóng dầu ăn, phi thơm hành lá và gừng."
1464,333,3,"Cho thịt băm vào xào tơi, săn lại, nêm xíu muối."
1465,333,4,"Đổ nước vào, đun sôi, hớt bọt nếu có."
1466,333,5,"Thêm cải mèo, đảo đều cho rau hơi mềm, thêm xíu muối"
1467,333,6,"Khi rau chín khoảng sau 5 phút, nước mắm sau cùng, khuấy đều rồi tắt bếp."
1468,334,1,"Nguyên liệu: Sơ chế cá thật sạch rồi để ráo... Thơm rim do nấu nước mắm còn nên đem kho rất thấm ngon, cắt thơm thành miếng nhỏ"
1469,334,2,"Kho cá: Xếp thơm rim dưới đáy nồi rồi đến cá chống sít nồi, tiếp đến để gia vị & ướp 10 phút. Sau đó cho lên bếp kho với lửa nhỏ, khi cá săn & thấm gia vị thì để nước sôi vào xăm xắp mặt cá. Kho cá cho đến khi nước còn ít & sền sệt thì tắt bếp (trong lúc kho nêm nếm lại theo vị nhà)"
1470,334,3,"Thành phẩm: Cá kho cay vàng óng, béo thơm của tóp mỡ, vị cay-mặn-ngọt đậm đà... Ăn cùng cơm nóng bùi bùi rất ngon"
1471,335,1,"Thịt heo rửa sạch, để ráo. Chần sơ qua nước sôi 5p rồi cạo rửa sạch sẽ và để ráo nước."
1472,335,2,Nấu nước thật sôi cho cho thịt vào luộc chín. Khi luộc cho chút muối hồng cùng với gừng và hành tím cho thơm. Có thể dùng nước luộc nấu canh hoặc thêm hành làm súp.
1473,335,3,Thịt chín gắp ra nhúng sơ qua tô nước đá 10 giây rồi vớt lên để ráo nước. Xắt thành từng miếng vừa ăn khoảng 2cm là vừa.
1474,335,4,Xếp ra dĩa và chấm kèm muối hồng cùng dầu mè. Nếu muốn ăn cay thì cho thêm 1 ít sa tế vào chấm cùng.
1475,336,1,"Cắt nấm miếng vừa ăn, trộn với bột chiên giòn thêm ít nước cho sệt sệt thế này. Xong đem chiên"
1476,336,2,Sả thì xé nhỏ chiên vàng lên (càng mảnh càng tốt)
1477,336,3,Để nấm ráo dầu rồi xóc với 1 gói bột rang muối
1478,336,4,Lót sả trên dưới hoặc xóc cùng rồi bày ra đĩa
1479,337,1,Phi thơm hành tím rồi cho nước vào nấu sôi với 1 viên súp chay
1480,337,2,Cho bánh rong mứt vào nấu 3 phút
1481,337,3,"Bí ngòi cắt khoanh cho vào nấu thêm 2 phút, nêm nếm vừa ăn, dùng nóng"
1482,338,1,"Măng khô ngâm nước vo gạo qua đêm, luộc mềm 2-3 lần, xé sợi vừa ăn. Xem cách làm chi tiết đính kèm."
1483,338,2,"Thịt ba chỉ cắt miếng vừa, ướp nước mắm, tiêu, hành tím băm 15 phút."
1484,338,3,"Phi thơm hành tím, cho thịt vào xào săn."
1485,338,4,"Thêm măng vào xào chung, đảo đều."
1486,338,5,"Đổ nước dừa, kho lửa nhỏ đến khi thịt và măng mềm, nước sánh lại."
1487,338,6,"Rắc hành lá, tiêu xay lên trên, dùng nóng."
1488,339,1,Cắt hành và băm nhỏ tỏi ra
1489,339,2,"Lấy chảo hơi to chút, đổ dầu vừa đủ rồi bỏ hành vào, xào đều rồi bỏ giá đỗ vào, xào cho mềm ra rồi đổ vào tô"
1490,339,3,"Lấy giấy lau sạch chảo rồi đổ vừa dầu vào rồi cho tỏi vào phi lên, xong cho thịt bò xay vào(do em không mua được thịt xay sẵn nên tự mua thịt xay ạ) xào lên cho 1 thìa hạt nêm; 1 thìa cf bột nghệ"
1491,339,4,Xào xong đổ vào 1 cái tô
1492,339,5,"Nấu nước sôi và bỏ mỳ vào, nấu cho mềm mỳ rồi cho mỳ ráo"
1493,339,6,"10 g bơ vào, 3 muỗng canh nước tương 1 muỗng canh hắc xì dầu(không có thì cho nhiều chút nước tương vừa đủ nha) 1 muỗng canh dầu hào 1 thìa cí bột ngọt ; xong cho mỳ đã mềm cho vào"
1494,339,7,"Rồi cho thịt đã nấu cho vào, cả giá đỗ đã nấu kia cho vào luôn, rồi xào cho đều lên"
1495,339,8,Ra thành phẩm
1496,340,1,"Cá làm sạch, luộc chín với gừng và xíu muối, vớt ra để nguội. Lọc lấy thịt cá để riêng, giữ lại nước luộc cá. Củ gọt vỏ, xiên vào cái đũa rồi một tay giữ đũa một tay cầm dao, nạo dọc theo củ, nạo kiểu này canh củ sẽ rất ngon hơn xay nhuyễn rất nhiều."
1497,340,2,"Cho củ vào nồi nước luộc cá, nấu nhỏ lửa trong 20 phút để củ chín. Hành khô bóc vỏ, cắt mỏng, phi vàng, vớt bớt hành khô ra bát, để lại một chút rồi cho cá vào xào với 2 thìa canh mắm cho cá săn lại. Khi củ chín cho cá vào nồi canh."
1498,340,3,"Rau cần nhặt bỏ gốc, rửa sạch cắt khúc; hành lá, rau răm rửa sạch cắt khúc. Nêm nồi canh cho vừa miệng, sau đó cho rau cần vào đảo đều trong 1 phút rồi tắt bếp."
1499,340,4,Múc canh củ ra bát rắc tiêu ăn nóng với cơm hoặc ăn không đều ngon.
1500,341,1,Thịt và đuôi heo luộc
1501,341,2,Canh khoai môn nấu đuôi heo
1502,341,3,Xoài
1503,341,4,Cơm nhà mình chỉ với các món luộc và canh cho những ngày bận rộn
1504,342,1,"Bí đỏ cắt khúc vừa ăn, rửa sạch và cho vào tô lớn"
1505,342,2,"Đuôi heo bóp muối rửa sạch, cho lên trên bí đỏ, thêm ít hạt nêm, tiêu xay và xóc đều, hấp 20 phút"
1506,342,3,"Bí mềm là đuôi heo chín, cho ít rau ôm lên trang trí"
1507,343,1,"Giò heo kho thơm, rau giá chấm nước kho"
1508,343,2,Canh rau má nấu tôm nõn
1509,343,3,Thơm chấm muối ớt
1510,343,4,Trái cây các loại
1511,343,5,"Hương vị bữa cơm nhà với một món chính và nhiều trái cây, rau sống dùng kèm"
1512,344,1,"Lườn cá cờ rửa sạch, ướp với nước mắm 10 phút."
1513,344,2,"Bắp cải cắt khúc, cà chua bổ múi cau, lá giang rửa sạch."
1514,344,3,"Phi thơm hành tỏi với dầu ăn, cho cá vào áp chảo sơ 2 phút."
1515,344,4,"Thêm nước lọc, đun sôi, vớt bọt."
1516,344,5,"Cho bắp cải, cà chua, lá giang vào nồi, nêm muối, đường."
1517,344,6,"Nấu thêm 5 phút, nêm lại vừa ăn, tắt bếp."
1518,344,7,"Thêm rau ngổ, ngò gai cắt nhỏ vào nồi khi canh còn nóng."
1519,345,1,"Chuẩn bị tô sốt gồm: 5M nước, 2M đường, 2M nước mắm, 1M (cốt chanh, tương ớt chua ngọt, tương cà, tỏi băm). Trộn đều"
1520,345,2,"Ướp thịt: thịt xay + nấm mèo băm nhuyễn + 1m (bột nêm, đường, nước mắm), xíu tiêu"
1521,345,3,"Đậu hủ chẻ đôi, nhồi thịt vô"
1522,345,4,"Chiên lửa thật nhỏ cho vàng 2 mặt. Rồi rưới tô sốt vô, rim 20-25 phút/mỗi mặt, để thịt chín đều, thấm sốt. Keo sốt rồi rắc hành lá lên. Tắt bếp."
1523,345,5,Món này ăn kèm cơm nóng là hết sảy luôn.
1524,346,1,"Khứa xéo đùi/cánh gà để khi ướp gia vị cho thấm. Ướp với gia vị trên, mỗi thứ 1 ít để không quá mặn. Ướp 15-30ph."
1525,346,2,"Cho vào NCKD nướng 180độ, 15ph. Sau đó lật mặt nướng tiếp 15ph nữa là chín."
1526,347,1,"Chuẩn bị topping: Các loại củ quả sơ chế sạch rồi cắt hạt lựu xong trụng qua nước sôi có ít muối, vớt ra để lên tô có nước đá cho xanh & giòn... Thịt gà đóng hộp cắt hạt lựu... Lạp xưởng luộc qua nước rồi rửa lại cho sạch mỡ xong cũng cắt hạt lựu... Tỏi băm... Ớt cắt khoanh"
1527,347,2,"Xào nguyên liệu cho topping; Để 1 muỗng canh dầu vào chảo, dầu nóng để 1 muỗng cafe tỏi băm vào xào thơm rồi để tiếp gà hộp + lạp xưởng vào đảo đều xong đến củ quả cùng 1 muỗng cafe hạt nêm + 1 muỗng cafe đường & 1/2 muỗng cafe tiêu, sau đó đảo đều lần nữa cho thấm đều gia vị"
1528,347,3,"Nấu cơm & chiên cơm: Cơm nấu xong lấy ra thố để nguội vài tiếng (được 750gr cơm), khi cơm đã nguội thì cho 1 quả trứng gà cùng 2 muỗng cafe hạt nêm + 1 muỗng cafe bột ngọt vào thố & trộn để cơm dính đều trứng & gia vị... Cho 2 muỗng canh dầu vào chảo, dầu nóng để phần tỏi còn lại vào phi vàng rồi mới để cơm vào & đảo đều đến khi cơm săn, sau đó cho tô topping ở bước 2 vào trộn đều, nêm nếm lại một lần nữa theo vị gia đình, tắt bếp rắc tiêu vào cho thơm"
1529,347,4,"Thành phẩm: Cơm chiên có màu sắc đa dạng, cơm thấm gia vị đậm đà, củ quả ngon ngọt xen lẫn lạp xưởng & thịt gà hộp đậm vị đặc trưng ngon lắm... Ăn cùng nước tương mặn có ớt nếu cơm bị nhạt"
1530,347,5,Ghi chú: Đây là món: Thịt GÀ đóng hộp (Homemade Chicken Luncheon)
1531,348,1,"Khoai mỡ rửa sạch, dùng muỗng nạo thành từng miếng nhỏ. Hoặc gọt vỏ lấy sống dao đập dần cho hết củ."
1532,348,2,"Đun sôi nước hầm xương, cho khoai mỡ vào nấu lửa vừa đến khi khoai tan sánh."
1533,348,3,"Nêm muối, hạt nêm vừa ăn."
1534,348,4,"Khi tắt bếp, cho rau ngổ, ngò gai, hành lá, ngò rí vào, rắc tiêu lên trên."
1535,349,1,"Cải thìa rửa sạch, cắt khúc vừa ăn. Cho con ruốc vào xào sơ, sau đó đổ nước vào đun sôi"
1536,349,2,"Khi nước sôi, cho cải thìa vào, nêm muối và hạt nêm"
1537,349,3,"Đun thêm 2-3 phút cho cải chín tới, tắt bếp"
1538,350,1,Cá rô phi chiên giòn sốt mắm tỏi
1539,350,2,Cải thìa luộc chấm nước tương dằm trứng. Trứng vịt lòng đào luộc 6 phút sau khi nước sôi.
1540,350,3,Canh cải chua hầm xương heo
1541,350,4,Xoài cát
1542,350,5,Mời cả nhà ăn cơm chiều nhé!
1543,351,1,"Vịt sơ chế mn nên ngâm vịt trong nước gừng đập dập 10-15p để khử mùi lông vịt rồi rửa lại nước sạch, sau đó để ráo và chặt miếng vừa ăn, ướp vịt (1mcf hạt nêm, 1 mcf tiêu, 2mc nước mắm, 1mc đường, 1/2 mc bột ngọt) để ngấm 30p"
1544,351,2,"Giã : hành, tỏi, ớt, tiêu xanh"
1545,351,3,"Cho ít dầu ăn vào nồi rồi cho phần hành tỏi ở trên phi thơm cho vịt vào xào săn lại rùi nước dừa hoặc nước lọc, đổ ngập mặt thịt rồi đun sôi và vớt bọt, dùng lá chuối đậy lên mặt nồi thịt và đậy vun lại nấu lửa vừa trong 15p thì tắt bếp ủ vịt 30p"
1546,351,4,Khi ủ vịt đc 30p thì vớt lá chuối ra cho trứng cút vào đảo điều nấu thêm 5p nữa nêm nếm vừa ăn là dc
1547,351,5,Chúc mn thành công và ngon miệng nhé
1548,352,1,"Tỏi cắt lát mỏng, xả băm nhuyễn. Ức gà cắt mỏng, dàn phủ đều xếp vào khay, kế rãi sả đều lên mặt thịt, tiếp xếp từng lát tỏi rồi rắc nhẹ gia vị garlic và muối lên trên cùng"
1549,352,2,"Cho vào lò air fryer trong 10', sau đó mới rưới dầu ăn lên mặt, bỏ lại vào lò nướng tiếp 3' là dược, đừng để bị khô thịt"
1550,352,3,Dọn ăn nóng cùng cơm
1551,353,1,"Rửa sạch tôm, để ráo."
1552,353,2,"Dùng kéo cắt đầu và đuôi tôm, chỉ cắt một nửa, không cắt đứt hẳn."
1553,353,3,"Cắt dọc sống lưng tôm (giữ nguyên vỏ), lấy chỉ tôm ra."
1554,353,4,"Chẻ lưng tôm, ướp với muối và tiêu."
1555,353,5,"Trộn đều lòng đỏ trứng, mayonnaise và nước cốt chanh làm sốt."
1556,353,6,"Phủ đều sốt lên lưng tôm, rắc phô mai mozzarella lên trên."
1557,353,7,"Xếp tôm vào nồi chiên không dầu, nướng ở 160°C trong 10 phút."
1558,354,1,"Nấm đùi gà rửa nhanh thấm khô, cắt quân cờ. Tiêu xanh đập dập cho thơm."
1559,354,2,"Phi thơm boa rô xào săn, thêm nước tương mật mía muối tiêu ớt đảo đều. Thêm 1/4 chén nước sôi. Đun sôi hạ lửa."
1560,354,3,Kho 15 phút với lửa nhỏ là được.
1561,355,1,"Phi thơm tỏi băm, cho heo quay vào đảo săn. Cả chua cắt hạt lựu cho vào cùng, thêm ít nước và 1mc nước tương, 1 gói sốt chấm heo quay, 1mcf đường vào đảo cùng"
1562,355,2,Heo quay thấm vị và cạn bớt nước thì cho ngò gai vào
1563,355,3,Thêm ít tiêu xay cho thơm
1564,356,1,"Sả rửa sạch băm nhỏ, hành tỏi băm nhỏ. Sườn non rửa sạch cắt khúc vừa ăn, ướp sườn với dầu hào và hạt nêm cùng sả, tỏi băm."
1565,356,2,"Cho 1 ít dầu ăn vào nồi, dầu nóng cho sườn vào đảo đều lửa lớn cho ngấm gia vị."
1566,356,3,Cho trứng cút vào nấu thêm 20 phút nữa. Nêm lại gia vị cho vừa ăn.
1567,356,4,"Tắt bếp, múc ra đĩa, rắc tiêu và thưởng thức."
1568,357,1,"Cá thác lác nạo cho vào chén, thêm 1/2mcf hạt nêm và ít tiêu xay, quết nhiều lần cho cá dai, tiếp đến cho đầu hành cắt nhỏ vào quết cùng"
1569,357,2,"Khoai tây cà rốt gọt vỏ, cắt nhỏ, rửa sạch để ráo"
1570,357,3,"Phi thơm hành tỏi băm, cho khoai tây cà rốt vào đảo sơ rồi cho nước dừa vào, thêm 1mcf muối, 1mc đường, 2mc tương cà, 1 ít hạt nêm nấu sôi rồi cho từng viên cá thác lác vào nấu cùng. Cuối cùng cho thêm ít nước mắm, nêm lại gia vị vừa ăn rồi thêm hành lá, tiêu xay và tỏi phi vào"
1571,358,1,Đong đỗ ra 1 bát con và ngâm rửa với nước sạch là được
1572,358,2,Tiếp theo rang thịt băm cho săn lại k cần cho gia vị
1573,358,3,"Cho 1 tô nước, đỗ, và thịt băm vào nồi đun với lửa lớn 15-25p"
1574,358,4,"Cho muối, mì chính, bột canh xuống nêm nếm vừa miệng, hạt đỗ mềm, bở thì có thể vớt ra bát và thưởng thức được rồi"
1575,359,1,"Đun một nồi nước sôi trên bếp. Chần xương gà sơ qua,rửa sạch.Cho 1.5l nước vào nồi cơm điện cùng với xương đã chần và ức gà,bật cook và để chế độ warm 20-25’ cho gà chín,sau đó vớt gà ra xé nhỏ,tiếp tục lặp lại quy trình thêm 1-2 lần nữa.Vớt xương ra"
1576,359,2,"Cho rau củ,bắp,nấm đùi gà và nấm đông cô vào nồi.Bật cook và để warm 15-20’"
1577,359,3,"Cắt ham và chả lụa thành hạt lựu nhỏ,cho vào súp,nêm nếm gia vị vừa ăn.Tạo độ sệt từ bột năng pha nước theo ý muốn.Trứng đánh tan,cho qua rây vào súp,khuấy đêu để tạo sợi nhỏ,cho hành lá và dầu mè vào.Dùng nóng"
1578,360,1,Hẹ chiên trứng
1579,360,2,Tôm thịt rang hẹ
1580,360,3,Cải thảo xào hẹ
1581,360,4,Canh cải con tôm thịt
1582,360,5,Nho tươi
1583,360,6,"Bữa cơm nhiều món với lá hẹ với đa dạng các món chiên, rang và xào hẹ"
1584,361,1,"Rau cắt nhỏ, củ bào sợi, tất cả xếp vào tô cùng đậu hủ cắt lát"
1585,361,2,Đâm tỏi ớt làm nước tương
1586,361,3,Chan nước tương lên tô bún trộn đều và thưởng thức
1587,362,1,"Sơ chế nguyên liệu: Cá đã được làm sạch rồi ngâm rửa qua nước muối loãng xong rửa lại nhiều lần nước, để ráo... Xoài gọt bỏ vỏ rồi bào thành những sợi dài (xoài keo cứng & sống nhưng ruột vàng chứ chưa chín)"
