RecipeId,IngredientId,Quantity,IngredientName,tokens,IngredientClean,IngredientProcessed
137,972,350 gr,sườn heo,"['sườn', 'heo']",sườn heo,sườn_heo
137,973,300 gr,tôm,['tôm'],tôm,tôm
137,974,200 gr,mực,['mực'],mực,mực
137,975,3 trái,cà chua,"['cà', 'chua']",cà chua,cà_chua
137,976,1 mcf,sa tế,['sa tế'],sa tế,sa_tế
137,977,,muối,['muối'],muối,muối
137,978,,đường,['đường'],đường,đường
137,979,,bột ngọt,"['bột', 'ngọt']",bột ngọt,bột_ngọt
138,980,500 gr,thịt ba chỉ,"['thịt', 'ba', 'chỉ']",thịt ba chỉ,thịt_ba_chỉ
138,981,,gia vị ướp,"['gia vị', 'ướp']",gia vị ướp,gia_vị_ướp
138,982,1mc ,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
138,983,1 mc,xì dầu,"['xì', 'dầu']",xì dầu,xì_dầu
138,984,1 mc,đường,['đường'],đường,đường
138,985,1 mc,sữa đặc,"['sữa', 'đặc']",sữa đặc,sữa_đặc
138,986,1 mc,dầu hào,"['dầu', 'hào']",dầu hào,dầu_hào
138,987,1 mc,nước màu,"['nước', 'màu']",nước màu,nước_màu
138,988,1 mcf,bột nêm,"['bột', 'nêm']",bột nêm,bột_nêm
138,989,1 mcf,ngũ vị hương,"['ngũ', 'vị', 'hương']",ngũ vị hương,ngũ_vị_hương
138,990,1/2 mcf,dầu màu điều,"['dầu', 'màu', 'điều']",dầu màu điều,dầu_màu_điều
138,991,,bột hành,"['bột', 'hành']",bột hành,bột_hành
138,992,,bột tỏi,"['bột', 'tỏi']",bột tỏi,bột_tỏi
139,993,500 gram,cá bống,['cá bống'],cá bống,cá_bống
139,994,100 gram,nghệ,['nghệ'],nghệ,nghệ
139,995,,hành tím,"['hành', 'tím']",hành tím,hành_tím
139,996,,ớt,['ớt'],ớt,ớt
139,997,,muôi,['muôi'],muôi,muôi
139,998,,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
139,999,,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
139,1000,,ớt,['ớt'],ớt,ớt
139,1001,,đường,['đường'],đường,đường
140,1002,100 g,thịt heo xay,"['thịt', 'heo', 'xay']",thịt heo xay,thịt_heo_xay
140,1003,100 g,giò sống,"['giò', 'sống']",giò sống,giò_sống
140,1004,10 tai,nấm hương,"['nấm', 'hương']",nấm hương,nấm_hương
140,1005,2 miếng,bì heo,"['bì', 'heo']",bì heo,bì_heo
140,1006,2 tai,mộc nhĩ,"['mộc', 'nhĩ']",mộc nhĩ,mộc_nhĩ
140,1007,,tiêu,['tiêu'],tiêu,tiêu
140,1008,,hành,['hành'],hành,hành
140,1009,,gia vị,['gia vị'],gia vị,gia_vị
141,1010,700 gr,ruốc biển,"['ruốc', 'biển']",ruốc biển,ruốc_biển
141,1011,1 bó,cải bẹ,['cải bẹ'],cải bẹ,cải_bẹ
141,1012,100 gr,thịt xay,"['thịt', 'xay']",thịt xay,thịt_xay
141,1013,1,hộp rau mầm,"['hộp', 'rau', 'mầm']",hộp rau mầm,hộp_rau_mầm
141,1014,10 trái,cà chua,"['cà', 'chua']",cà chua,cà_chua
141,1015,2,trứng gà,"['trứng', 'gà']",trứng gà,trứng_gà
141,1016,,mắm,['mắm'],mắm,mắm
141,1017,,muối,['muối'],muối,muối
141,1018,,bột ngọt,"['bột', 'ngọt']",bột ngọt,bột_ngọt
141,1019,,tiêu,['tiêu'],tiêu,tiêu
141,1020,,hành lá,"['hành', 'lá']",hành lá,hành_lá
142,1021,200 g,thịt ba chỉ,"['thịt', 'ba', 'chỉ']",thịt ba chỉ,thịt_ba_chỉ
142,1022,1 cây,hành,['hành'],hành,hành
142,1023,1 muỗng cà phê,tỏi,['tỏi'],tỏi,tỏi
142,1024,1 muỗng canh,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
142,1025,1 muỗng canh,đường,['đường'],đường,đường
142,1026,1 muỗng cà phê,mè,['mè'],mè,mè
144,1027,1/2 kg,cá bạc má,"['cá', 'bạc', 'má']",cá bạc má,cá_bạc_má
144,1028,3 trái,cà chua,"['cà', 'chua']",cà chua,cà_chua
144,1029,Ít,thơm,['thơm'],thơm,thơm
144,1030,1 chén,ngò rí,"['ngò', 'rí']",ngò rí,ngò_rí
145,1031,400 g,thịt heo,"['thịt', 'heo']",thịt heo,thịt_heo
145,1032,1 mc,sả,['sả'],sả,sả
145,1033,1 mcf,mắm ruốc,"['mắm', 'ruốc']",mắm ruốc,mắm_ruốc
145,1034,1 mcf,dầu màu điều,"['dầu', 'màu', 'điều']",dầu màu điều,dầu_màu_điều
145,1035,1 mcf,hạt nêm,"['hạt', 'nêm']",hạt nêm,hạt_nêm
145,1036,1/2 mcf,tiêu xay,"['tiêu', 'xay']",tiêu xay,tiêu_xay
145,1037,1 mc,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
146,1038,600 g,sườn heo,"['sườn', 'heo']",sườn heo,sườn_heo
146,1039,300 g,khoai tây,['khoai tây'],khoai tây,khoai_tây
146,1040,100 g,cà rốt,"['cà', 'rốt']",cà rốt,cà_rốt
146,1041,150 g,cà chua,"['cà', 'chua']",cà chua,cà_chua
146,1042,3 tép,tỏi,['tỏi'],tỏi,tỏi
146,1043,500 ml,nước dừa,"['nước', 'dừa']",nước dừa,nước_dừa
146,1044,,gia vị,['gia vị'],gia vị,gia_vị
146,1045,1 muỗng canh,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
146,1046,1/2 muỗng cà phê,muối,['muối'],muối,muối
146,1047,1/4 muỗng cà phê,tiêu,['tiêu'],tiêu,tiêu
146,1048,,hành lá,"['hành', 'lá']",hành lá,hành_lá
146,1049,,ngò rí,"['ngò', 'rí']",ngò rí,ngò_rí
147,1050,,gà lát chay,"['gà', 'chay']",gà chay,gà_chay
147,1051,,nghệ,['nghệ'],nghệ,nghệ
147,1052,,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
147,1053,,hạt nêm,"['hạt', 'nêm']",hạt nêm,hạt_nêm
147,1054,,đường,['đường'],đường,đường
148,1055,4 vắt,mì trứng,"['mì', 'trứng']",mì trứng,mì_trứng
148,1056,1 nắm,rau muống,['rau muống'],rau muống,rau_muống
148,1057,4 con,tôm,['tôm'],tôm,tôm
148,1058,,mì chính,"['mì', 'chính']",mì chính,mì_chính
148,1059,,nước tương,"['nước', 'tương']",nước tương,nước_tương
149,1060,2 trái,khổ qua,"['khổ', 'qua']",khổ qua,khổ_qua
149,1061,100 g,đậu phụ,"['đậu', 'phụ']",đậu phụ,đậu_phụ
149,1062,20 g,tàu hũ ky,"['tàu', 'hũ', 'ky']",tàu hũ ky,tàu_hũ_ky
149,1063,10 g,miến,['miến'],miến,miến
149,1064,1 cái,mộc nhĩ,"['mộc', 'nhĩ']",mộc nhĩ,mộc_nhĩ
149,1065,2 muỗng cà phê,hạt nêm,"['hạt', 'nêm']",hạt nêm,hạt_nêm
149,1066,1/2 muỗng cà phê,đường,['đường'],đường,đường
149,1067,1/2 muỗng cà phê,tiêu,['tiêu'],tiêu,tiêu
149,1068,800 ml,nước dùng củ đậu,"['nước', 'dùng', 'đậu']",nước dùng đậu,nước_dùng_đậu
149,1069,5 g,rau mùi,"['rau', 'mùi']",rau mùi,rau_mùi
150,1070,300 g,cá thu,"['cá', 'thu']",cá thu,cá_thu
150,1071,100 g,sứa,['sứa'],sứa,sứa
150,1072,100 gr,chả cá,"['chả', 'cá']",chả cá,chả_cá
150,1073,1 quả,cà chua,"['cà', 'chua']",cà chua,cà_chua
150,1074,1/4 quả,thơm,['thơm'],thơm,thơm
150,1075,2 cây,sả,['sả'],sả,sả
150,1076,2,củ hành tím,"['hành', 'tím']",hành tím,hành_tím
150,1077,3 lát mỏng,gừng,['gừng'],gừng,gừng
150,1078,2 nhánh,rễ ngò,"['rễ', 'ngò']",rễ ngò,rễ_ngò
150,1079,400 g,bún,['bún'],bún,bún
150,1080,2 nhánh,hành lá,"['hành', 'lá']",hành lá,hành_lá
150,1081,1 ít,rau thơm,"['rau', 'thơm']",rau thơm,rau_thơm
150,1082,2 thìa cà phê,hành phi,"['hành', 'phi']",hành phi,hành_phi
150,1083,2 thìa canh,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
150,1084,1/2 thìa cà phê,muối,['muối'],muối,muối
150,1085,1/2 thìa cà phê,đường,['đường'],đường,đường
150,1086,1/4 thìa cà phê,tiêu,['tiêu'],tiêu,tiêu
150,1087,500 ml,nước lọc,"['nước', 'lọc']",nước lọc,nước_lọc
151,1088,,đậu hũ,"['đậu', 'hũ']",đậu hũ,đậu_hũ
151,1089,,cà rốt,"['cà', 'rốt']",cà rốt,cà_rốt
151,1090,,khoai tây,['khoai tây'],khoai tây,khoai_tây
151,1091,,viên cà ri nhật,"['viên', 'cà ri', 'nhật']",viên cà ri nhật,viên_cà_ri_nhật
151,1092,,gia vị,['gia vị'],gia vị,gia_vị
151,1093,1/2 chén,nước lọc,"['nước', 'lọc']",nước lọc,nước_lọc
152,1094,200 g,mì udon,"['mì', 'udon']",mì udon,mì_udon
152,1095,150 g,thịt bò,"['thịt', 'bò']",thịt bò,thịt_bò
152,1096,50 g,giá,['giá'],giá,giá
152,1097,30 g,hẹ,['hẹ'],hẹ,hẹ
152,1098,1/2,cải bắp,['cải bắp'],cải bắp,cải_bắp
152,1099,1 muỗng cà phê,mè rang,"['mè', 'rang']",mè rang,mè_rang
152,1100,,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
152,1101,1 muỗng cà phê,tỏi,['tỏi'],tỏi,tỏi
152,1102,1 muỗng canh,dầu hào,"['dầu', 'hào']",dầu hào,dầu_hào
152,1103,1 muỗng canh,dầu mè,"['dầu', 'mè']",dầu mè,dầu_mè
152,1104,2 muỗng canh,nước tương,"['nước', 'tương']",nước tương,nước_tương
152,1105,2 muỗng canh,đường,['đường'],đường,đường
152,1106,1 muỗng canh,tương ớt,['tương ớt'],tương ớt,tương_ớt
152,1107,2 muỗng canh,nước lọc,"['nước', 'lọc']",nước lọc,nước_lọc
153,1108,1 con,cá hường,"['cá', 'hường']",cá hường,cá_hường
153,1109,1 muỗng cafe,muối ớt,"['muối', 'ớt']",muối ớt,muối_ớt
153,1110,4 muỗng,mỡ,['mỡ'],mỡ,mỡ
155,1111,300 g,cá thác lác,"['cá', 'thác', 'lác']",cá thác lác,cá_thác_lác
155,1112,2 trái,cà chua,"['cà', 'chua']",cà chua,cà_chua
155,1113,1/3 chén,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
155,1114,,hành lá,"['hành', 'lá']",hành lá,hành_lá
155,1115,,gia vị,['gia vị'],gia vị,gia_vị
156,1116,500 gam,cá điêu hồng,"['cá', 'điêu hồng']",cá điêu hồng,cá_điêu_hồng
156,1117,3 trái,cà chua,"['cà', 'chua']",cà chua,cà_chua
156,1118,1 củ,hành tây,['hành tây'],hành tây,hành_tây
156,1119,2 nhánh,hành lá,"['hành', 'lá']",hành lá,hành_lá
156,1120,1 nắm nhỏ,cần tàu,"['cần', 'tàu']",cần tàu,cần_tàu
156,1121,1/2 tbsp,hành tím,"['hành', 'tím']",hành tím,hành_tím
156,1122,1/2 tbsp,tỏi,['tỏi'],tỏi,tỏi
156,1123,2 tbsp,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
156,1124,1/4 tsp,muối,['muối'],muối,muối
156,1125,1/2 tbsp,đường,['đường'],đường,đường
156,1126,1 tsp,bột ngọt,"['bột', 'ngọt']",bột ngọt,bột_ngọt
156,1127,1 tbsp,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
156,1128,1 tbsp,giấm,['giấm'],giấm,giấm
156,1129,1/2 tsp,tiêu,['tiêu'],tiêu,tiêu
158,1130,1 con,mực khô,"['mực', 'khô']",mực khô,mực_khô
158,1131,2-3 miếng,măng,['măng'],măng,măng
158,1132,3-4 cây,hành,['hành'],hành,hành
158,1133,3-4 cây,rau mùi,"['rau', 'mùi']",rau mùi,rau_mùi
158,1134,1 củ,hành,['hành'],hành,hành
158,1135,1 củ,tỏi,['tỏi'],tỏi,tỏi
158,1136,2 thìa,mỡ,['mỡ'],mỡ,mỡ
158,1137,1 thìa,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
158,1138,1 thìa,bột nêm,"['bột', 'nêm']",bột nêm,bột_nêm
158,1139,1 bộ,xương gà,"['xương', 'gà']",xương gà,xương_gà
158,1140,1/2 củ,hành,['hành'],hành,hành
158,1141,3-4 con,sá sùng,"['sá', 'sùng']",sá sùng,sá_sùng
159,1142,200 g,nấm đùi gà,"['nấm', 'đùi', 'gà']",nấm đùi gà,nấm_đùi_gà
159,1143,2 quả,ớt,['ớt'],ớt,ớt
159,1144,1 muỗng cà phê,đường,['đường'],đường,đường
159,1145,2 muỗng canh,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
159,1146,,hạt nêm,"['hạt', 'nêm']",hạt nêm,hạt_nêm
159,1147,1 muỗng,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
160,1148,1 miếng,đậu hũ,"['đậu', 'hũ']",đậu hũ,đậu_hũ
160,1149,1 khúc,chả chay,"['chả', 'chay']",chả chay,chả_chay
160,1150,2 trái,cà chua,"['cà', 'chua']",cà chua,cà_chua
160,1151,200g,giá,['giá'],giá,giá
160,1152,100g,nấm rơm,"['nấm', 'rơm']",nấm rơm,nấm_rơm
160,1153,100g,kim chi,"['kim', 'chi']",kim chi,kim_chi
160,1154,1 tép,sả,['sả'],sả,sả
160,1155,50g,rau quế,"['rau', 'quế']",rau quế,rau_quế
160,1156,50g,ngò gai,"['ngò', 'gai']",ngò gai,ngò_gai
161,1157,100-150 gram,mỳ quảng khô,"['mỳ', 'quảng khô']",mỳ quảng khô,mỳ_quảng_khô
161,1158,200-300 gram,bò,['bò'],bò,bò
161,1159,7-10 quả,trứng cút,"['trứng', 'cút']",trứng cút,trứng_cút
161,1160,1 quả,cà chua,"['cà', 'chua']",cà chua,cà_chua
161,1161,1 nắm,củ nén,['nén'],nén,nén
161,1162,2 tép,tỏi,['tỏi'],tỏi,tỏi
161,1163,2 thìa,dầu hào,"['dầu', 'hào']",dầu hào,dầu_hào
161,1164,1 thìa,bột nêm,"['bột', 'nêm']",bột nêm,bột_nêm
161,1165,1 ít,bột nghệ,"['bột', 'nghệ']",bột nghệ,bột_nghệ
161,1166,"2,3 cây",hành lá,"['hành', 'lá']",hành lá,hành_lá
161,1167,"2,3 cây",rau mùi,"['rau', 'mùi']",rau mùi,rau_mùi
161,1168,1 cái,bánh đa,"['bánh', 'đa']",bánh đa,bánh_đa
161,1169,1 bát con,lạc rang,"['lạc', 'rang']",lạc rang,lạc_rang
161,1170,2 thìa,hành phi,"['hành', 'phi']",hành phi,hành_phi
161,1171,2 thìa,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
162,1172,150 g,lê,['lê'],lê,lê
162,1173,6 quả,táo đỏ,"['táo', 'đỏ']",táo đỏ,táo_đỏ
162,1174,3 lát,hoàng kì,['hoàng kì'],hoàng kì,hoàng_kì
162,1175,5 lát,gừng,['gừng'],gừng,gừng
162,1176,1 muỗng canh,kỉ tử,['kỉ tử'],kỉ tử,kỉ_tử
162,1177,1/2 cái,tuyết nhĩ,"['tuyết', 'nhĩ']",tuyết nhĩ,tuyết_nhĩ
162,1178,50 g,đường,['đường'],đường,đường
162,1179,800 ml,nước,['nước'],nước,nước
164,1180,400 g,thịt heo,"['thịt', 'heo']",thịt heo,thịt_heo
164,1181,,bột chiên giòn,"['bột', 'chiên', 'giòn']",bột chiên giòn,bột_chiên_giòn
164,1182,,bột năng,"['bột', 'năng']",bột năng,bột_năng
164,1183,,gia vị,['gia vị'],gia vị,gia_vị
165,1184,2 cây,củ cải,['cải'],cải,cải
165,1185,400 gr,xương heo,"['xương', 'heo']",xương heo,xương_heo
165,1186,,hành lá,"['hành', 'lá']",hành lá,hành_lá
165,1187,,hành tím,"['hành', 'tím']",hành tím,hành_tím
165,1188,,muối,['muối'],muối,muối
165,1189,,bột ngọt,"['bột', 'ngọt']",bột ngọt,bột_ngọt
165,1190,,tiêu,['tiêu'],tiêu,tiêu
166,1191,1 kg,thịt ba chỉ,"['thịt', 'ba', 'chỉ']",thịt ba chỉ,thịt_ba_chỉ
166,1192,,giấm,['giấm'],giấm,giấm
166,1193,1/2 mcf,ngũ vị hương,"['ngũ', 'vị', 'hương']",ngũ vị hương,ngũ_vị_hương
167,1194,150 gr,tôm,['tôm'],tôm,tôm
167,1195,2 trái,cà chua,"['cà', 'chua']",cà chua,cà_chua
167,1196,3 củ,hành tím,"['hành', 'tím']",hành tím,hành_tím
167,1197,2 tép,hành lá,"['hành', 'lá']",hành lá,hành_lá
167,1198,2 tép,ngò rí,"['ngò', 'rí']",ngò rí,ngò_rí
167,1199,1 trái,ớt,['ớt'],ớt,ớt
167,1200,2 muỗng cafe,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
167,1201,,muối,['muối'],muối,muối
167,1202,,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
167,1203,,hạt nêm,"['hạt', 'nêm']",hạt nêm,hạt_nêm
167,1204,,đường,['đường'],đường,đường
167,1205,,bột ngọt,"['bột', 'ngọt']",bột ngọt,bột_ngọt
167,1206,,tiêu,['tiêu'],tiêu,tiêu
167,1207,150 gr,bún gạo lứt,"['bún', 'gạo', 'lứt']",bún gạo lứt,bún_gạo_lứt
168,1208,1 kg,mực ống,"['mực', 'ống']",mực ống,mực_ống
168,1209,500 gr,thịt heo xay,"['thịt', 'heo', 'xay']",thịt heo xay,thịt_heo_xay
168,1210,1 cốc,giò sống,"['giò', 'sống']",giò sống,giò_sống
168,1211,Chút,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
168,1212,Chút,bột canh,"['bột', 'canh']",bột canh,bột_canh
168,1213,Chút,mì chính,"['mì', 'chính']",mì chính,mì_chính
168,1214,2-3 thìa canh,tinh bột bắp or khoai tây,"['tinh bột', 'bắp or', 'khoai tây']",tinh bột bắp or khoai tây,tinh_bột_bắp_or_khoai_tây
169,1215,350 g,sườn heo,"['sườn', 'heo']",sườn heo,sườn_heo
169,1216,5 củ,khoai tây,['khoai tây'],khoai tây,khoai_tây
169,1217,3 củ,hành tím,"['hành', 'tím']",hành tím,hành_tím
169,1218,,đậu hũ,"['đậu', 'hũ']",đậu hũ,đậu_hũ
169,1219,1 ít,muối,['muối'],muối,muối
169,1220,2 cây,hành lá,"['hành', 'lá']",hành lá,hành_lá
169,1221,2 cây,ngò rí,"['ngò', 'rí']",ngò rí,ngò_rí
170,1222,2 con,cá bè trang,"['cá', 'bè trang']",cá bè trang,cá_bè_trang
170,1223,3 tép,tỏi,['tỏi'],tỏi,tỏi
170,1224,2 mc,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
170,1225,2 trái,ớt,['ớt'],ớt,ớt
170,1226,1.5 mc,đường,['đường'],đường,đường
170,1227,1 xíu,bột ngọt,"['bột', 'ngọt']",bột ngọt,bột_ngọt
171,1228,300 g,thịt heo,"['thịt', 'heo']",thịt heo,thịt_heo
171,1229,1 nắm,lá húng quế,"['lá', 'húng', 'quế']",lá húng quế,lá_húng_quế
171,1230,1 mc,tỏi,['tỏi'],tỏi,tỏi
171,1231,,gia vị,['gia vị'],gia vị,gia_vị
172,1232,1 cái,đùi gà,"['đùi', 'gà']",đùi gà,đùi_gà
172,1233,1/2 quả,ớt chuông đỏ,"['ớt', 'chuông', 'đỏ']",ớt chuông đỏ,ớt_chuông_đỏ
172,1234,1/2 quả,ớt chuông vàng,"['ớt', 'chuông', 'vàng']",ớt chuông vàng,ớt_chuông_vàng
172,1235,1 thìa,dầu hào,"['dầu', 'hào']",dầu hào,dầu_hào
172,1236,1 nhánh,tiêu xanh,"['tiêu', 'xanh']",tiêu xanh,tiêu_xanh
172,1237,1 củ,sả,['sả'],sả,sả
172,1238,1 nhánh nhỏ,gừng,['gừng'],gừng,gừng
172,1239,2 thìa,bột chiên giòn,"['bột', 'chiên', 'giòn']",bột chiên giòn,bột_chiên_giòn
172,1240,1 bát,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
172,1241,1 ít,hành lá,"['hành', 'lá']",hành lá,hành_lá
173,1242,,ốc hương,"['ốc', 'hương']",ốc hương,ốc_hương
173,1243,,sốt trứng muối,"['sốt', 'trứng', 'muối']",sốt trứng muối,sốt_trứng_muối
173,1244,,sả,['sả'],sả,sả
173,1245,,gừng,['gừng'],gừng,gừng
173,1246,,ớt,['ớt'],ớt,ớt
173,1247,,bơ,['bơ'],bơ,bơ
173,1248,,bắp,['bắp'],bắp,bắp
174,1249,300 g,lòng gà,"['lòng', 'gà']",lòng gà,lòng_gà
174,1250,200 gr,giá,['giá'],giá,giá
174,1251,1 củ,hành tím,"['hành', 'tím']",hành tím,hành_tím
174,1252,2 tsp,hạt nêm,"['hạt', 'nêm']",hạt nêm,hạt_nêm
174,1253,1 tbsp,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
174,1254,1 tsp,tiêu,['tiêu'],tiêu,tiêu
175,1255,1 con,cá diêu hồng chay,"['cá', 'diêu', 'hồng', 'chay']",cá diêu hồng chay,cá_diêu_hồng_chay
175,1256,2 quả,cà chua,"['cà', 'chua']",cà chua,cà_chua
175,1257,1 củ,hành tây,['hành tây'],hành tây,hành_tây
175,1258,,rau xà lách,"['rau', 'xà lách']",rau xà lách,rau_xà_lách
175,1259,,hành tím,"['hành', 'tím']",hành tím,hành_tím
175,1260,,tỏi,['tỏi'],tỏi,tỏi
175,1261,,ớt,['ớt'],ớt,ớt
176,1262,1 trái,su su,['su su'],su su,su_su
176,1263,Nắm,đậu ve,"['đậu', 've']",đậu ve,đậu_ve
176,1264,100 gr,thịt bò,"['thịt', 'bò']",thịt bò,thịt_bò
176,1265,,xì dầu,"['xì', 'dầu']",xì dầu,xì_dầu
176,1266,,hạt nêm,"['hạt', 'nêm']",hạt nêm,hạt_nêm
176,1267,,bột ngọt,"['bột', 'ngọt']",bột ngọt,bột_ngọt
176,1268,,tiêu,['tiêu'],tiêu,tiêu
178,1269,1 lát,bánh mì sandwich,"['bánh mì', 'sandwich']",bánh mì sandwich,bánh_mì_sandwich
178,1270,1/2 quả,chuối,['chuối'],chuối,chuối
178,1271,10 g,phô mai,"['phô', 'mai']",phô mai,phô_mai
178,1272,1/2 quả,trứng gà,"['trứng', 'gà']",trứng gà,trứng_gà
178,1273,20 ml,sữa,['sữa'],sữa,sữa
178,1274,10 ml,mật ong,"['mật', 'ong']",mật ong,mật_ong
178,1275,1 chút,mè,['mè'],mè,mè
179,1276,300 g,thịt ba chỉ,"['thịt', 'ba', 'chỉ']",thịt ba chỉ,thịt_ba_chỉ
179,1277,1 muỗng canh,mắm ruốc,"['mắm', 'ruốc']",mắm ruốc,mắm_ruốc
179,1278,1 muỗng canh,Tôi,['Tôi'],Tôi,Tôi
179,1279,2 muỗng canh,sả,['sả'],sả,sả
179,1280,1 muỗng canh,ớt,['ớt'],ớt,ớt
179,1281,1 muỗng canh,hành tím,"['hành', 'tím']",hành tím,hành_tím
179,1282,2 muỗng canh,đường,['đường'],đường,đường
179,1283,1/2 chén,nước sôi,"['nước', 'sôi']",nước sôi,nước_sôi
179,1284,1 muỗng canh,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
180,1285,200 g,chả cá thác lác,"['chả', 'cá thác', 'lác']",chả cá thác lác,chả_cá_thác_lác
180,1286,100 g,thịt heo xay,"['thịt', 'heo', 'xay']",thịt heo xay,thịt_heo_xay
180,1287,1/2 trái,bầu,['bầu'],bầu,bầu
180,1288,2 tép,hành lá,"['hành', 'lá']",hành lá,hành_lá
180,1289,1mcf,bột nêm,"['bột', 'nêm']",bột nêm,bột_nêm
180,1290,1mcf,bột ngọt,"['bột', 'ngọt']",bột ngọt,bột_ngọt
180,1291,1/4 mcf,muối,['muối'],muối,muối
180,1292,1/4 mcf,tiêu,['tiêu'],tiêu,tiêu
181,1293,1 bó,rau cải,"['rau', 'cải']",rau cải,rau_cải
181,1294,100 gr,giò sống,"['giò', 'sống']",giò sống,giò_sống
181,1295,100 gr,thịt heo xay,"['thịt', 'heo', 'xay']",thịt heo xay,thịt_heo_xay
181,1296,50 gr,tôm,['tôm'],tôm,tôm
181,1297,ít,nấm mèo,"['nấm', 'mèo']",nấm mèo,nấm_mèo
181,1298,,muối,['muối'],muối,muối
181,1299,,bột ngọt,"['bột', 'ngọt']",bột ngọt,bột_ngọt
181,1300,,hành tím,"['hành', 'tím']",hành tím,hành_tím
182,1301,1/2 kg,cá trích,"['cá', 'trích']",cá trích,cá_trích
182,1302,80 g,bột chiên giòn,"['bột', 'chiên', 'giòn']",bột chiên giòn,bột_chiên_giòn
182,1303,1 chén nhỏ,tỏi,['tỏi'],tỏi,tỏi
182,1304,,mè,['mè'],mè,mè
182,1305,1 trái,ớt,['ớt'],ớt,ớt
183,1306,1 kg,tôm,['tôm'],tôm,tôm
183,1307,3-Feb,củ hành tím,"['hành', 'tím']",hành tím,hành_tím
183,1308,1,củ tỏi,['tỏi'],tỏi,tỏi
183,1309,4-5 trái,ớt,['ớt'],ớt,ớt
183,1310,3-4 trái,chanh,['chanh'],chanh,chanh
183,1311,2 bó,ngò gai,"['ngò', 'gai']",ngò gai,ngò_gai
183,1312,5-Apr,lá chanh,"['lá', 'chanh']",lá chanh,lá_chanh
183,1313,1 muỗng,mù tạt,"['mù', 'tạt']",mù tạt,mù_tạt
183,1314,2-3 muỗng,tương ớt,['tương ớt'],tương ớt,tương_ớt
184,1315,500 g,đùi gà,"['đùi', 'gà']",đùi gà,đùi_gà
184,1316,10,lá dứa,"['lá', 'dứa']",lá dứa,lá_dứa
184,1317,1/2 gói,ngũ vị hương,"['ngũ', 'vị', 'hương']",ngũ vị hương,ngũ_vị_hương
184,1318,1 thìa canh,nước tương,"['nước', 'tương']",nước tương,nước_tương
184,1319,1 thìa canh,hạt nêm,"['hạt', 'nêm']",hạt nêm,hạt_nêm
184,1320,1 thìa canh,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
184,1321,1 thìa canh,tương ớt,['tương ớt'],tương ớt,tương_ớt
184,1322,1 thìa canh,mật ong,"['mật', 'ong']",mật ong,mật_ong
184,1323,1/2 thìa canh,đường,['đường'],đường,đường
184,1324,1 thìa canh,dầu hào,"['dầu', 'hào']",dầu hào,dầu_hào
184,1325,1/2 thìa canh,ớt bột,"['ớt', 'bột']",ớt bột,ớt_bột
184,1326,1 thìa canh,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
184,1327,5 tép,tỏi,['tỏi'],tỏi,tỏi
184,1328,1 thìa,cốt me,"['cốt', 'me']",cốt me,cốt_me
185,1329,300 g,rau ngót,"['rau', 'ngót']",rau ngót,rau_ngót
185,1330,50 g,nấm hầu thủ,"['nấm', 'hầu thủ']",nấm hầu thủ,nấm_hầu_thủ
185,1331,,hạt nêm,"['hạt', 'nêm']",hạt nêm,hạt_nêm
185,1332,,muối,['muối'],muối,muối
185,1333,,dầu ăn,"['dầu', 'ăn']",dầu ăn,dầu_ăn
185,1334,800 ml,nước,['nước'],nước,nước
186,1335,1 con,cá hồng,"['cá', 'hồng']",cá hồng,cá_hồng
186,1336,1 miếng,dứa,['dứa'],dứa,dứa
186,1337,2 dây,tiêu xanh,"['tiêu', 'xanh']",tiêu xanh,tiêu_xanh
186,1338,2 tbsp,nước mắm,"['nước', 'mắm']",nước mắm,nước_mắm
186,1339,2 tbsp,đường,['đường'],đường,đường
186,1340,1 tbsp,dầu hào,"['dầu', 'hào']",dầu hào,dầu_hào
