IngredientId,RecipeId,IngredientName,Quantity
1719,239,gừng,Vài lát
1720,239,Hành lá,1 ít
1725,241,cá cơm,3 lạng
1726,241,"Nước mắm, hạt nêm, ớt bột , tiêu, dầu ăn",
1727,241,"nước màu , đường, bột ngọt",
1728,241,"Hành , tỏi ",
1729,242,heo viên bì (sẵn siêu thị),1 kg
1730,242,xốt hàn quốc ( gochujang ),2 mc
1731,242,nước tương,1 mc
1732,242,nước lọc,500 ml
1733,242,đường,1 mc
1734,242,hạt nêm,1/2 mc
1735,242,"ớt, tỏi, mè, hành lá , hành tây",
1736,243,cá hú,3 khúc
1737,243,giấm,1/2 chén
1738,243,sả,1 cây
1739,243,tiêu xanh,1/2
1740,243,ớ,3-4 trái
1741,243,sốt kho đa dụng,1/2 chén
1742,244,trứng non,200 gr
1743,244,đùi gà (rim ngũ vị hoặc rim mật ong),5 cái
1744,244,xá bấu (rim ăn kèm),1 ít
1746,244,mỡ,1 ít
1747,244,hành,1 ít
1749,244,"nếp (nếp cái hoa vàng, nếp nương )",500 gr
1750,244,bắp ngọt,1 trái
1751,244,lá dứa,3 nhánh
1752,245,đùi gà (lọc xương),4 cái
1753,245,khoai tây,6-7 củ
1754,245,bắp ngọt (tuỳ chọn),250 g
1755,245,"Gia vị: hạt nêm, đường, nước tương, tương ớt",
1756,246,khô cá lóc,1 con
1757,246,xoài,1 quả
1758,246,Húng lủi,20 g
1759,247,nước đường bánh dẻo,60 gr
1760,247,bột bánh dẻo,200 gr
1761,247,nhân kem trứng muối dẻo,150 gr
1762,247,khoai lang hấp,50 gr
1763,248,Nấm đùi gà,400 g
1764,248,Nấm bào ngư,50 g
1765,248,Đậu,1/2 lát
1766,248,nấm mèo,2 tai
1767,248,cà rốt,1/2 củ
1768,248,Hạt nêm,
1769,248,Boaro,1 nhánh
1770,248,Nước tương,2 muỗng canh
1771,248,Đường,1 muỗng cà phê
1772,248,Tương ớt,1 muỗng cà phê
1773,249,cá đuối,300 g
1774,249,tỏi,2
1775,249,thơm ( dứa ),1 khúc
1776,249,cà chua,1 trái
1777,249,bạc hà ( dọc mùng ),1 cây
1778,249,giá,200 g
1779,249,hoa chuối ,1 ít
1780,249,"me  (hoặc me sống, quả sấu )",1 muỗng
1781,249,ngỗ ( ngò om ),1 ít
1782,249,hành lá,1 ít
1783,249,ngò gai ( ngò tàu ),1 ít
1784,249,húng quế trắng ( lá é ),3 cây
1785,249,nước mắm,1 muỗng
1786,249,muối,1 ít
1787,249,đường,1 muỗng cafe
1788,249,bột ngọt,1 ít
1789,250,ếch,400 gr
1791,250,dầu mè,1 muỗng canh
1792,250,xì dầu,1 muỗng canh
1793,250,bột bắp,1 muỗng canh
1794,250,tiêu,1/2 muỗng cà phê
1796,250,gừng ,1 nhánh
1797,250,tỏi,4 tép
1798,250,ớt,4 trái
1799,250,Hành lá,
1801,250,đường,1 muỗng canh
1802,250,nước tương,1 muỗng canh
1803,250,dầu hào,1 muỗng canh
1804,250,xì dầu,1 muỗng canh
1805,250,rượu,1 muỗng canh
1806,250,muối,1/3 muỗng canh
1807,250,tiêu ,1 nhúm
1808,250,Ớt bột,
1809,250,Ớt,
1810,250,Nước lọc,
1814,252,thơm (khóm),1 trái
1815,252,tim gà,"0,5 kí"
1816,252,rau cần tàu,100 g
1817,253,đậu gà ,300 g
1818,253,đậu đen,200 g
1819,253,bột men (Rhizopus oligosporus),1.5-2 muỗng cà phê
1820,253,giấm (để ức chế vi khuẩn có hại),2 muỗng canh
1821,254,cá chim,500 g
1823,254,tỏi,1/2 củ
1824,254,ớt,1/2 quả
1825,254,mắm,"1,5 thìa canh"
1826,254,đường,1/2 thìa canh
1827,254,nước,2 thìa canh
1828,255,Trứng vịt,3 quả
1829,255,Củ cải muối ( xá bấu ),50 g
1830,255,Tỏi,1 tép
1831,255,Đường,1 muỗng cà phê
1832,255,Hạt nêm,1 muỗng cà phê
1833,255,mirin,1 muỗng canh
1834,255,Dầu ăn,1 muỗng canh
1835,255,Hành lá,1 nhánh
1836,256,Thịt heo xay,225 g
1837,256,(khoảng 50g) Bún,1 bịch
1838,256,Nấm mèo,60 ml
1839,256,Trứng gà,4 quả
1840,256,Bột nêm,1/2 muỗng canh
1841,256,Đường,2/3 muỗng canh
1842,256,Nước mắm,1/2 muỗng canh
1843,256,Tiêu ,1 muỗng cà phê
1844,256,Củ hành tím,4 muỗng canh
1845,256,Củ hành trắng,4 muỗng canh
1846,257,thịt bò xay,200 gam
1847,257,tỏi ,1/2 tbsp
1848,257,lá Oregano,1/4 tsp
1849,257,hạt nêm,
1850,257,bột ngọt,
1851,257,đường,
1852,257,dầu hào,
1853,257,tiêu,
1854,257,chanh,
1855,257,hành tây,1/2 củ
1856,257,ớt chuông,1/4 trái
1857,257,củ cà rốt,1/2
1858,257,cà chua,1 trái
1859,257,dầu ăn,1.5 tbsp
1868,260,cánh gà,500 gr
1869,261,Gạo,1 cup
1870,261,nước,
1871,261,"Thịt heo  (ướp sơ với đầu hành lá , 1mcf: gia vị tiêu, bột nêm, nước mắm, đường)",250 g
1872,261,Trứng bắc thảo,4 quả
1873,261,Hành lá,2 nhánh
1874,261,Tỏi,2 tép
1875,261,Hành tím,1 củ
1876,261,Dầu ăn,1 muỗng canh
1877,261,Gừng,1 nhánh nhỏ
1878,261,Nước mắm,1 muỗng canh
1879,261,Đường,2/3 muỗng canh
1880,261,Muối,1/2 muỗng cà phê
1881,261,Tiêu,1/2 muỗng cà phê
1882,261,bột nêm,1 mc
1883,262,cá sơn thóc (=600gr),5 con
1884,262,thơm,1/2 trái
1885,262,cà chua,4 trái
1886,262,"Gia vị: muối, bột ngọt, hành lá , ngò rí , tiêu",
1887,263,Thịt heo,150 g
1888,263,Mộc nhĩ,1 tai
1889,263,Cải bẹ xanh,200 g
1890,263,"củ Hành tím ,  ",1
1891,263,Dầu ăn,1 muỗng canh
1892,263,Nước,800 ml
1893,263,Muối hồng,1/2 muỗng cà phê
1894,263,Tiêu,1/4 muỗng cà phê
1895,264,đùi gà,400 g
1896,264,hành tây,1 củ
1897,264,sả,2 tép
1898,264,cà rốt,1 củ
1899,264,khoai tây,2 củ
1900,264,bột năng,2 muỗng
1901,264,cà ri dầu,1/2 hũ
1902,264,cà ri bột,1 gói
1903,264,"Gia vị: nước mắm, hạt nêm, nước cốt dừa",
1904,265,cá Trê,500 gam
1905,265,nước mắm,50 ml
1906,265,nước lọc,150 ml
1907,265,bột ngọt,1/2 tsp
1908,265,dầu ăn,4 tbsp
1909,266,cá rô phi,500 g
1910,266,bột chiên giòn,1 gói
1911,267,(khoảng 500g) Cá chim,1 con
1912,267,(cắt lát) Gừng,10 g
1913,267,(cắt khúc) Hành lá,2 nhánh
1914,267,(cắt sợi ) Ớt,1 quả
1915,267,Nước tương,3 muỗng canh
1916,267,củ ( nhỏ ) Hành tím,1
1917,267,( nhỏ ) Tỏi,2 tép
1918,267,Đường,1 muỗng cà phê
1919,267,mirin,1 muỗng canh
1920,268,bí đao,1 trái
1921,268,xương heo,500 gr
1922,269,mực,1 khay
1923,269,hành tây,2 củ
1924,269,cà chua,2 trái
1925,269,hành lá,3 cây
1926,269,Gia vị,
1927,270,thịt ba chỉ,500 gr
1928,270,"Gia vị: ngũ vị hương , muối, bột ngọt, đường",
1932,272,Vịt,500 g
1933,272,Cải chua,200 g
1934,272,Ớt ,3 trái
1935,272,Nước mắm,2 muỗng canh
1936,272,Đường,1 muỗng canh
1937,272,Hành tím,2 củ
1938,272,Tỏi,2 tép
1939,272,Dầu ăn,1 muỗng canh
1940,272,Nước lọc / nước dừa,200 ml
1941,273,thịt gà (luộc rồi),150 g
1942,273,rau tiến vua,100 g
1943,273,Cà rốt,30 g
1944,273,Rau răm,10 g
1945,273,Hành phi,10 g
1946,273,Nước mắm,2 muỗng canh
1947,273,Đường,1 muỗng canh
1948,273,chanh,1 muỗng canh
1949,273,Tỏi,1 tép
1950,273,Ớt,1 trái
1951,274,cà chua,3 trái
1952,274,thịt xay,100 g
1953,274,nấm đùi gà,2 cái
1954,274,hành lá,20 g
1955,274,trứng gà,4 trái
1956,274,Gia vị,
1957,275,rau ngót,200 g
1958,275,nước,200 ml
1959,275,cá rô,1/2 cân
1960,276,cá chim trà,1 con
1961,276,nước (đủ phần 1 tô),800-1000 ml
1962,276,bún ,1 phần
1963,276,chả cá,Vài lát
1964,276,củ hành tây ,1/4
1966,276,muối,1 mcf
1967,276,bột ngọt,1 mcf
1968,276,đường,1.5 mcf
1969,276,"tiêu, hành lá",xíu
1970,277,tôm,700 gr
1971,277,tỏi ,2 mc
1972,277,bơ,25 gr
1973,277,bột nêm,1/2 mcf
1974,277,muối,1/2 mcf
1975,277,mắm,1 mcf
1976,277,đường,2 mcf
1977,277,tiêu,1 xíu
1978,278,Dạ dày heo,300 g
1979,278,hành tây,1 củ
1980,278,Rau răm,
1981,278,"Tỏi , ớt, chanh",
1982,278,"Gia vị: muối, tiêu, đường, mắm",
1983,279,đậu hũ,1 bìa (200 g)
1984,279,"( ngâm nở,  ) Nấm mèo khô",2 g
1985,279,trứng,2 cái
1986,279,Muối,1/5 muỗng cà phê
1987,279,Tiêu,1/5 muỗng cà phê
1988,279,củ (  nhỏ) Hành tím,1
1989,280,Măng,100 g
1990,280,Nấm tuyết,20 g
1991,280,Đậu hũ,100 g
1992,280,Dầu mè,1 muỗng cà phê
1994,280,Muối,1/2 muỗng cà phê
1995,280,Tiêu,1/4 muỗng cà phê
1996,280,bột bắp,3 muỗng canh
1997,280,nước lọc,3 muỗng canh
1998,281,thịt bò xay,400 g
1999,281,gia vị Tacos,1 gói
2000,281,cà chua,2 tbsp
2002,281,bơ,1 quả
2003,281,cà chua,1 quả
2004,281,chanh,20 ml
2005,281,rau mùi,1 nắm
2006,281,vỏ bánh tacos,12 cái
2007,281,xà lách,1 cây
2008,282,chân gà rút xương,500 g
2009,282,"gừng , sả, rượu",1 ít
2010,282,"tỏi, ớt , sả , tiêu xanh",1 ít
2011,282,"nước mắm,đường, nước,  dấm (nguyên liệu nấu nước mắm )",2 chén
2012,283,Thịt heo,200 g
2013,283,Tôm ,200 g
2014,283,(khoảng 500g) Đu đủ hường,1/2 trái
2015,283,Nước mắm,4 muỗng canh
2016,283,Đường,4 muỗng canh
2017,283,chanh,4 muỗng canh
2018,283,Tỏi,4 tép
2019,283,Ớt,3 trái
2020,283,Rau răm,10 g
2021,283,Đậu phộng,30 g
2022,284,nấm đùi gà,5 cây
2023,284,tỏi,2 tép
2025,284,nước tương,2 tbsp
2026,284,đường,1 tbsp
2027,284,dầu mè,1 tbsp
2028,285,cá rô phi,
2029,285,hành khô,2 củ
2030,285,gừng,1 miếng
2031,285,rau cần nước,1 mớ
2032,285,"cà chua , gia vị",02 quả
2033,286,thịt bò,1 kg
2034,286,Quế hồi,0.5 lạng
2035,286,"Hạt tiêu , hạt nêm, nước mắm , dầu màu điều",
2036,286,Rượu trắng,
2037,286,"Tỏi , hành khô , gừng",
2038,286,cà chua,5 quả
2039,287,bò ,200 g
2040,287,hành,1 mcf
2041,287,Gia vị,
2042,288,bò,50 g
2043,288,thịt xông khói,2 lát
2044,288,mì Ý,70 g
2045,288,sốt kem,2 mc
2046,288,tỏi ,1 mcf
2047,288,Gia vị,
2048,289,xương heo,400 gr
2049,289,tôm ,130 gr
2050,289,khoai tím / khoai mỡ,1 củ
2051,289,"gia vị: muối, tiêu, bột ngọt, hành",
2056,291,lưỡi heo,1 cái
2057,291,hành tím,2 củ
2058,291,Gia vị,
2059,292,Trứng non (đã luộc hoặc hấp chín ),300 g
2060,292,"tỏi, hành tím",1 muỗng canh
2061,292,dầu ăn,1 mc
2062,292,Bơ,10 g
2063,292,Đường,1 muỗng canh
2064,292,Nước mắm,2/3 muỗng canh
2065,292,Dầu hào,1/2 muỗng canh
2066,292,Tiêu,1/2 muỗng cà phê
2067,292,củ hành trắng,20 g
2068,292,Hành lá,10 g
2069,293,Mì Ý,150 g
2070,293,whipping cream,200 ml
2071,293,Nấm đùi gà (dùng mũ nấm),50 g
2072,293,Hành tây  ,2 muỗng canh
2073,293,Bơ,1 muỗng nhỏ (5 g)
2074,293,Muối,1/2 muỗng cà phê (2 g)
2076,293,Dầu ô liu,1 muỗng nhỏ (5 ml)
2077,293,(tùy chọn) Đường,1/3 muỗng cà phê
2078,293,"(cắt , nếu có) Lá parsley ",1 muỗng nhỏ
2079,294,Thịt ghẹ,200 g
2080,294,Cơm nguội,4 chén 
2081,294,Trứng gà,4 quả
2082,294,(  nhỏ) Tỏi,6 tép
2083,294,(cắt nhỏ) Hành lá,2 nhánh
2084,294,Hạt nêm,1 muỗng canh
2085,294,Nước mắm,1 muỗng canh
2086,294,Muối,1/2 muỗng cà phê
2087,294,Đường,1 muỗng cà phê
2088,294,Bột ngọt,1/4 muỗng cà phê
2089,294,Mỡ,2 muỗng canh
2090,295,xương heo,400 g
2091,295,tôm,100 g
2092,295,chả cá,1/2 kg
2093,295,hẹ,100 g
2094,296,gạo,400 g
2095,296,nước,480 ml
2096,296,mỡ,120 g
2097,296,nước mắm,4 muỗng canh
2098,296,muối,1/2 muỗng cà phê
2099,296,ớt ,4 trái
2100,297,rau salad xoong,1 bó
2101,297,thịt nạc ,1 chén nhỏ
2102,297,đậu hũ non,1 lát
2103,298,cá cơm,150 g
2104,298,thịt ba rọi,200 g
2105,298,hành lá,1 mc
2106,298,Gia vị,
2107,299,đùi gà,1 cái
2108,299,cà rốt,200 g
2109,299,củ dền,200 g
2110,299,củ cải,200 g
2111,299,bắp ngọt,100 g
2112,299,táo tàu ,10 quả
2113,299,củ hành tím,1
2114,299,nước,1 lít
2115,299,muối,1 thìa cà phê
2116,299,ngò rí,Vài cọng
2117,300,cá chim (800gr),1 con
2118,300,củ hành tây,1/4
2119,300,xì dầu,1 ít
2120,300,hành lá,1 ít
2121,300,tiêu,1 ít
2122,301,(khoảng 300g) Khổ qua,2 trái
2123,301,Trứng gà,2 quả
2124,301,Dầu ăn,1 muỗng canh
2125,301,Muối,1/2 muỗng cà phê
2126,301,Tiêu ,1/4 muỗng cà phê
2127,301,(dùng kèm) Nước tương,2 muỗng canh
2128,301,"(  nhỏ, dùng kèm) Ớt",1 trái
2129,302,tôm hùm,1 con
2130,302,muối,1 chén
2132,302,"rau răm, dưa leo",1 ít
2141,304,cá đổng,4 con
2142,304,muối,1 mcf
2143,304,bột ngọt,1 mcf
2144,304,ớt (tùy thích cay),2 trái
2145,304,tiêu (nếu thích),1 ít
2146,304,đường (nếu thích),1 xíu
2147,305,cá chỉ vàng,10 con
2148,305,xoài chua,1 quả
2149,305,rau răm,1 nắm
2150,305,nước mắm,1 thìa
2151,305,mì chính,1 thìa
2152,305,tương ớt,1 ít
2153,305,nước lọc,3 thìa
2170,307,Hạt sen ,150 g
2171,307,Hạt điều sống,50 g
2172,307,Bắp ngọt,1/2 trái
2173,307,Nấm đông cô ,50 g
2174,307,Hạt nêm,2 muỗng cà phê
2175,307,Dầu ăn,1 muỗng canh
2176,307,Tiêu,1/4 muỗng cà phê
2177,307,Rau ngò rí,
2178,308,Bún ,300 g
2179,308,Sườn non,300 g
2180,308,Cá thác lác,200 g
2181,308,Tôm,8 con
2182,308,Chả cá,100 g
2183,308,Khổ qua,1 trái
2184,308,Rau salad xoong,100 g
2185,308,Hành phi,2 muỗng canh
2186,308,Tiêu ,1 muỗng cà phê
2187,308,Muối,1 muỗng cà phê
2188,308,Nước mắm,1 muỗng canh
2189,308,củ Hành tím,2
2190,308,Nước lọc,1.5 lít
2191,308,"nấm đùi gà , nấm đông cô , nấm bào ngư ",100 gr
2192,309,trứng gà,2 quả
2193,309,thịt bò,100 g
2194,309,hành tím hoặc đầu hành lá,1 củ
2195,309,tiêu ,1 ít
2196,309,muối hồng,1 xíu
2197,309,dầu ăn,2 muỗng
2198,310,thịt heo,5 lạng
2199,310,trứng,4 quả
2200,310,Ngũ vị hương,1 gói
2201,310,Hành khô,3 củ
2202,310,Rau cải cúc,1 bó
2203,310,thịt ,1-2 lạng
2204,311,Đâụ gà ,250 gr
2205,311,Dầu oliu  ,1 thìa café
2206,311,Ớt bột  ,1 thìa cafe
2207,311,Muối  ,1/4 thìa cafe
2208,312,cá lóc ,1 con
2209,312,mực,500 g
2210,312,tôm,500 g
2211,312,nấm rơm,50 g
2212,312,bún ,500 g
2213,312,giá,
2214,312,Hành lá,
2215,312,Gia vị,
2216,313,bí đỏ,380 g
2217,313,lá lốt,8 g
2218,313,đậu phộng,100 g
2219,313,muối hồng,1 ít
2220,313,bột ngọt (tuỳ sở thích),1 ít
2221,314,Cánh gà,500 g
2222,314,Chanh,1 quả
2223,314,Muối,2 g
2224,314,Đường,4 thìa canh
2225,314,Nước mắm,2 thìa canh
2226,314,Tương ớt,1 thìa canh
2227,314,(  nhỏ) Tỏi,2 tép
2228,314,(  nhỏ) Ớt,1 quả
2229,314,Bơ,10 g
2230,314,củ (cắt lát) Hành tây,1/2
2231,314,Chanh (cho sốt),1/2 quả
2232,315,đùi gà,400 g
2233,315,"Khoai , Cà Rốt , Củ Cải , Hành Tây",2 củ
2234,315,Bột Cà Ri Barona,1 gói
2235,315,"Sả, Tỏi , Hành ,",2-4 nhánh
2236,315,cốt dừa Coconut Cream,80-100 g
2237,316,bí đỏ,1/2 quả
2238,316,óc heo,2 bộ
2239,316,mì chính,1 thìa cafe
2240,316,nước mắm,"1,5 thìa canh"
2241,316,hạt tiêu,1 thìa cafe
2242,317,khoai tây,600 g
2243,317,thịt ba chỉ,200 g
2244,317,hành lá,3 tép
2245,317,nước tương,2 mc
2246,317,dầu hào,1 mc
2247,317,đường,1 mc
2248,318,Cà chua bi,8 trái
2249,318,Dưa leo ,4 trái
2250,318,Xà lách,5 lá
2251,318,Cà rốt,8 lát
2252,318,Bắp ngọt,3 muỗng canh
2253,318,Gà nướng,2 miếng
2254,318,sốt dầu dấm,2 tbsp
2255,319,cua đồng,300 gr
2256,319,Mọc nấm hương,250 gr
2257,319,Tóp mỡ,5 tsp
2258,319,nước lọc,2 lít
2259,319,dấm bỗng (Tự Làm Dấm Bỗng Từ Cơm Rượu Nếp Lứt),1/2 chén
2260,319,đậu hũ,500 gr
2261,319,thịt bò,400 gr
2262,319,chả bì,200 gr
2263,319,cà chua,2 quả
2264,319,bún,250 gr
2265,319,củ hành tím ,1
2266,319,mắm tôm ,1 chén
2268,320,đậu hũ,2 bìa
2269,320,thịt heo xay,130 g
2270,320,ớt ,15 g
2271,320,tương ớt,20 g
2272,320,dầu hào,15 g
2273,320, tiêu,10 g
2274,320,sa tế,20 g
2275,320,nước lọc,1 chén
2276,320,hành tỏi ,2 muỗng canh
2277,320,hành lá,1 muỗng canh
2278,320,mỡ,1 muỗng canh
2279,320,dầu mè,1 muỗng cafe
2280,320,bột bắp,1/2 chén
2281,320,Gia vị,
2282,321,thịt heo xay,200 g
2283,321,tôm ,200 g
2284,321,mộc nhĩ,20 g
2285,321,nấm hương,20 g
2286,321,"Gia vị, tiêu, hành khô",
2287,321,"bắp cải , hành lá",
2288,322,tôm,350 gr
2289,322,dứa ( quả thơm ),1 quả
2290,322,bột chiên giòn,2 muỗng canh
2291,322,dầu ăn,300 gr
2293,322,mayonnaise,100 gr
2294,322,dứa,50 gr
2295,322,sữa đặc,25 gr
2296,322,tương ớt,20 gr
2297,322,mù tạt,20 gr
2298,323,cá hường,4 con
2299,323,muối,1 muỗng cafe
2300,323,Dầu ăn,
2301,324,thịt ba chỉ,450 g
2302,324,tỏi ,4-5 tép
2303,324,hành lá,Ít
2304,324,"Gia vị: đường, nước tương, dầu mè, tiêu",
2305,325,đậu rồng,10 trái
2306,325,nấm linh chi,1 hộp
2307,325,tỏi ,1 mc
2308,325,Gia vị,
2309,326,xoài,1 quả
2310,326,tôm khô,1 muỗng canh
2311,326,củ cà rốt,1/4
2312,326,rau răm,5 cọng
2313,326,trứng vịt muối,1 quả
2314,326,Nước mắm,2 tbsp
2315,327,cơm (cùi) Dừa bánh tẻ,300 g
2316,327,xì dầu (hoặc 2 muỗng canh nước tương),1 muỗng canh
2317,327,Muối,1/4 muỗng cà phê
2318,327,Mật mía (hay 1 muỗng đường),1 muỗng canh
2319,327,Nước ép dứa (có thể bỏ qua ),2 muỗng canh
2320,327,Dầu ăn,1 muỗng
2321,327,nước,20 ml
2322,328,cá lóc ( cá quả ),400 gr
2323,328,rau cần nước,250 gr
2324,328,cà chua,2 quả
2325,328,củ hành tím,5
2326,328,dầu ăn,2 muỗng canh
2327,328,"Gia vị: Muối, nước mắm , hạt nêm, bột ngọt, tiêu",
2328,329,cơm,1 chén
2329,329,thịt bò,100 g
2330,329,nước tương,1 muỗng canh
2331,329,dầu ăn,1 muỗng cà phê
2332,329,hành lá,1 nhánh
2333,329,trứng gà,1 quả
2334,329,kim chi,50 g
2335,329,bắp cải,30 g
2336,329,mè ,1/2 muỗng cà phê
2337,330,Khoai môn,200 g
2338,330,Nấm rơm  (hoặc sấy khô),100 g
2339,330,Nước,800 ml
2340,330,Muối,1/2 muỗng cà phê
2341,330,Hạt nêm,1 muỗng cà phê
2342,330,Rau mùi,5 g
2343,330,Ngò gai,5 g
2344,331,nước,500 ml
2345,331,bột ngũ cốc( loại để nấu cháo tương tự bột yến mạch ),100 ml
2346,331,táo (khoảng 1/4 trái táo cỡ vừa),50 g
2347,331,đậu lăng,50 g
2348,331,trứng,2 quả
2349,331,Muối,
2350,331,Tiêu,
2351,331,dưa mắm,Vài lát
2352,332,súp lơ trắng,1
2353,332,thịt bò,150 gr
2354,332,tỏi,2 tép
2355,332,"gia vị: dầu hào, xì dầu, muối, bột ngọt, hạt nêm, mắm, tiêu, hành lá",
2356,333,Cải mèo,400 g
2357,333,Thịt ,100 g
2358,333,Gừng,5 g
2359,333,Hành lá,10 g
2360,333,Muối,2 g
2361,333,Nước mắm,5 ml
2362,333,Dầu ăn,5 ml
2363,333,Nước,500 ml
2364,334,cá cơm,400 gr
2365,334,mỡ,50 gr
2366,334,thơm,1/2 trái
2367,334,ớt,4 trái
2368,334,ớt bột,2 muỗng canh
2369,334,nước mắm,2 muỗng canh
2370,334,đường,1 muỗng canh
2371,334,bột ngọt,2 muỗng cafe
2372,334,nước màu dừa,1 muỗng cafe
2373,334,mỡ,2 muỗng canh
2374,335,thịt ba chỉ,300 g
2375,335,gừng,2 lát
2376,335,hành tím,1 củ
2377,335,muối hồng,"1,5 mcf"
2378,335,dầu mè,1 muỗng canh
2379,336,nấm đùi gà,500 g
2380,336,Bột chiên giòn,1 ít
2381,336,sả,3 củ
2382,336,bột rang muối,1 gói
2383,337,bí ngòi,1 trái
2384,337,bánh rong biển,1
2385,337,súp rau củ,1 viên
2386,337,củ hành tím,1
2387,338,Thịt ba chỉ,200 g
2388,338,Măng,200 g
2389,338,Nước dừa ,200 ml
2390,338,Nước mắm,2 muỗng canh
2391,338,Tiêu ,1/2 muỗng cà phê
2392,338,Hành lá,2 nhánh
2393,338,Dầu ăn,1 muỗng canh
2394,338,Hành tím ,1 muỗng cà phê
2395,339,tỏi 🧄,5-6 tép
2396,339,Củ hành tây 🧅,1
2397,339,giá đỗ,5 nghìn
2398,339,Thịt bò xay,1 phần
2399,339,mỳ  (mỳ nào tuỳ bạn thích nhé),6-7 cuộn
2400,339,bơ,10 g
2401,339,nước tương,3 muỗng canh
2402,339,xì dầu(không có thì cho nhiều nước tương chút là được),1 muỗng canh
2403,339,dầu hào,1 muỗng canh
2404,339,bột ngọt,1 thìa cf
2405,339,hạt nêm,1 thìa cf
2406,339,bột nghệ,1 thìa cf
2407,340,cá rô hoặc cá quả,500 g
2409,340,hành khô,100 g
2410,340,"rau cần , hành , thì là",1 mớ
2411,340,"Gia vị, tiêu",
2415,342,bí đỏ,300 g
2416,342,đuôi heo,1/3 cái
2418,342,Gia vị,
2423,344,cá cờ,300 g
2424,344,Bắp cải,100 g
2425,344,Lá giang,30 g
2426,344,Cà chua,1 quả (100 g)
2427,344,Nước mắm,2 muỗng canh
2428,344,củ (10g) Hành tím,1
2429,344,Tỏi,2 tép (5 g)
2430,344,Dầu ăn,1 muỗng canh
2431,344,Nước lọc,800 ml
2432,344,Muối,1/2 muỗng cà phê
2433,344,Đường,1/2 muỗng cà phê
2434,344,Rau ngổ,5 g
2435,344,Ngò gai,5 g
2436,345,đậu hũ,5 bìa
2437,345,thịt heo xay,150 g
2438,345,Nấm mèo,10 g
2439,345,hành lá,1/2 chén
2440,346,đùi gà,800 gr
2441,346,"Xì dầu , dầu hào, muối, đường, tiêu,",
2442,347,gạo (để nấu cơm),1 lon sữa bò
2443,347,trứng gà,1 quả
2444,347,tỏi ,"1,5 muỗng canh"
2445,347,thịt gà( Chicken Luncheon),150 gr
2446,347,lạp xưởng (hoặc thịt heo ),150 gr
2448,347,dầu ăn,3 muỗng canh
2449,347,ớt ,2 trái
2450,347,ngò rí,10 gr
2451,347,"Gia vị: Hạt nêm , đường, muối, tiêu, nước tương, bột ngọt",
2452,348,Khoai mỡ,200 g
2453,348,Nước hầm xương,800 ml
2454,348,Rau ngổ,5 g
2455,348,Ngò gai,5 g
2456,348,Hành lá,5 g
2457,348,Ngò rí,3 g
2458,348,Muối,3 g
2459,348,Hạt nêm,4 g
2460,348,Tiêu,1 g
2461,349,cải thìa,300 g
2462,349,tép khô (con ruốc),20 g
2463,349,nước,1 l
2464,349,muối,1 muỗng cà phê
2465,349,hạt nêm,1/2 muỗng cà phê
2469,351,vịt (lựa vịt ít mỡ),1 con
2470,351,trứng cút (luộc lột vỏ),50
2471,351,"tiêu xanh , tỏi, hành tím , ớt, gừng, nước dừa , lá chuối",
2472,352,ức gà,1 lb
2473,352,sả ,1 chén nhỏ
2474,352,tỏi,6 củ
2475,352,dầu ăn,1 tbsp
2476,353,(tùy loại ) Tôm,8 con
2477,353,trứng,1 cái
2478,353,Mayonnaise,5 muỗng canh
2479,353,chanh,1 muỗng cà phê
2480,353,Muối,1/4 muỗng cà phê
2481,353,Tiêu,1/4 muỗng cà phê
2482,353,Phô mai mozzarella,50 g
2483,354,nấm đùi gà,250 gr
2484,354,ớt,2 trái
2485,354, tiêu xanh,2 dây
2486,354,nước tương,1 muỗng canh
2487,354,mật mía,1 muỗng cafe
2488,354,muối tiêu,1 chút xíu
2489,354,dầu ăn,1 tsp
2490,354,boaro hoặc đầu hành /tỏi ,1 tsp
2491,355,thịt heo,400 g
2492,355,cà chua,3 trái
2493,355,ngò gai,10 g
2494,355,tỏi ,1 mc
2495,355,Gia vị,
2496,356,sườn non,500 g
2497,356,trứng cút,30 quả
2498,356,sả,2 cây
2499,356,tỏi,2-3 tép
2500,356,hành,1 củ
2501,356,hạt tiêu,1 tsp
2502,356,hạt nêm,1 tbsp
2503,356,dầu hào,2 tbsp
2504,357,cá thác lác,300 g
2505,357,hành lá,30 g
2506,357,khoai tây,8 củ
2507,357,cà rốt ,2 củ
2508,357,hành tỏi ,1 mc
2509,357,nước dừa,1 bịch 500ml
2510,357,Gia vị,
2511,358,đỗ,1 bát con
2512,358,thịt heo (ăn bao nhiêu lấy bấy nhiêu),1 cục
2513,358,muối,1 thìa
2514,358,mì chính,1 thìa
2515,359,xương ức gà,600 g
2516,359,thịt ức gà,150 g
2517,359,cà rốt,1 củ
2518,359,bắp,1 trái
2519,359,chả lụa,50 g
2520,359,jambon hoặc ham,50 g
2521,359,nấm đông cô,7-8 tai
2522,359,nấm đùi gà,50 g
2523,359,trứng gà,2 quả
2524,359,"Gia vị: muối,bột ngọt,hạt nêm,tiêu,đường,nước mắm,dầu mè",
2530,361,bún,1 ít
2531,361,đậu hủ ,1 bìa
2532,361,xà lách,Vài
2533,361,cà rốt ,1/2 củ
2534,361,cải hồng,1/2 củ
2536,361,Nước tương,
2537,361,tỏi,1 tép
