StepImageId,StepId,ImageUrl
2321,1612,https://img-global.cpcdn.com/steps/f7be1437a8d3ede6/160x128cq80/l%E1%BA%A9u-%E1%BA%BFch-mang-cay-recipe-step-4-photo.jpg
2322,1613,https://img-global.cpcdn.com/steps/bc56678fdb6c2cb2/160x128cq80/l%E1%BA%A9u-%E1%BA%BFch-mang-cay-recipe-step-5-photo.jpg
2323,1613,https://img-global.cpcdn.com/steps/63edef5f0a8ff78e/160x128cq80/l%E1%BA%A9u-%E1%BA%BFch-mang-cay-recipe-step-5-photo.jpg
2324,1613,https://img-global.cpcdn.com/steps/388c047710690e8b/160x128cq80/l%E1%BA%A9u-%E1%BA%BFch-mang-cay-recipe-step-5-photo.jpg
2325,1614,https://img-global.cpcdn.com/steps/19a3eec953b8079a/160x128cq80/l%E1%BA%A9u-%E1%BA%BFch-mang-cay-recipe-step-6-photo.jpg
2326,1614,https://img-global.cpcdn.com/steps/e2cfcf613f32bb8f/160x128cq80/l%E1%BA%A9u-%E1%BA%BFch-mang-cay-recipe-step-6-photo.jpg
2327,1614,https://img-global.cpcdn.com/steps/e45cb7a359ecf796/160x128cq80/l%E1%BA%A9u-%E1%BA%BFch-mang-cay-recipe-step-6-photo.jpg
2328,1615,https://img-global.cpcdn.com/steps/5950a5780c9cef69/160x128cq80/l%E1%BA%A9u-%E1%BA%BFch-mang-cay-recipe-step-7-photo.jpg
2329,1615,https://img-global.cpcdn.com/steps/275426f3d3b82736/160x128cq80/l%E1%BA%A9u-%E1%BA%BFch-mang-cay-recipe-step-7-photo.jpg
2330,1618,https://img-global.cpcdn.com/steps/32252cc530758a33/160x128cq80/sp1014-canh-m%C6%B0%E1%BB%9Bp-h%C6%B0%C6%A1ng-ngo-ng%E1%BB%8Dt-recipe-step-1-photo.jpg
2331,1618,https://img-global.cpcdn.com/steps/4a3a2f31ed68f2a3/160x128cq80/sp1014-canh-m%C6%B0%E1%BB%9Bp-h%C6%B0%C6%A1ng-ngo-ng%E1%BB%8Dt-recipe-step-1-photo.jpg
2332,1619,https://img-global.cpcdn.com/steps/a8a882f5454c542c/160x128cq80/sp1014-canh-m%C6%B0%E1%BB%9Bp-h%C6%B0%C6%A1ng-ngo-ng%E1%BB%8Dt-recipe-step-2-photo.jpg
2333,1619,https://img-global.cpcdn.com/steps/dce7b1b95c804003/160x128cq80/sp1014-canh-m%C6%B0%E1%BB%9Bp-h%C6%B0%C6%A1ng-ngo-ng%E1%BB%8Dt-recipe-step-2-photo.jpg
2334,1620,https://img-global.cpcdn.com/steps/593150ef955e08ee/160x128cq80/sp1014-canh-m%C6%B0%E1%BB%9Bp-h%C6%B0%C6%A1ng-ngo-ng%E1%BB%8Dt-recipe-step-3-photo.jpg
2335,1620,https://img-global.cpcdn.com/steps/91d01b5124156a18/160x128cq80/sp1014-canh-m%C6%B0%E1%BB%9Bp-h%C6%B0%C6%A1ng-ngo-ng%E1%BB%8Dt-recipe-step-3-photo.jpg
2336,1620,https://img-global.cpcdn.com/steps/13b75c10348e4e1a/160x128cq80/sp1014-canh-m%C6%B0%E1%BB%9Bp-h%C6%B0%C6%A1ng-ngo-ng%E1%BB%8Dt-recipe-step-3-photo.jpg
2337,1621,https://img-global.cpcdn.com/steps/87c96ef2add5f9b2/160x128cq80/sp1014-canh-m%C6%B0%E1%BB%9Bp-h%C6%B0%C6%A1ng-ngo-ng%E1%BB%8Dt-recipe-step-4-photo.jpg
2338,1622,https://img-global.cpcdn.com/steps/15fe2d60c62aefa2/160x128cq80/ca-b%E1%BB%91ng-kho-ngh%E1%BB%87-recipe-step-1-photo.jpg
2339,1622,https://img-global.cpcdn.com/steps/04dd8fba79dae83f/160x128cq80/ca-b%E1%BB%91ng-kho-ngh%E1%BB%87-recipe-step-1-photo.jpg
2340,1622,https://img-global.cpcdn.com/steps/61a826e0ebcb47ec/160x128cq80/ca-b%E1%BB%91ng-kho-ngh%E1%BB%87-recipe-step-1-photo.jpg
2341,1623,https://img-global.cpcdn.com/steps/b996543aace5849d/160x128cq80/ca-b%E1%BB%91ng-kho-ngh%E1%BB%87-recipe-step-2-photo.jpg
2342,1624,https://img-global.cpcdn.com/steps/7536fa93632f721c/160x128cq80/ca-b%E1%BB%91ng-kho-ngh%E1%BB%87-recipe-step-3-photo.jpg
2343,1626,https://img-global.cpcdn.com/steps/8e05ba4746de2fc2/160x128cq80/ca-b%E1%BB%91ng-kho-ngh%E1%BB%87-recipe-step-5-photo.jpg
2344,1626,https://img-global.cpcdn.com/steps/265d35fb6a1da938/160x128cq80/ca-b%E1%BB%91ng-kho-ngh%E1%BB%87-recipe-step-5-photo.jpg
2345,1627,https://img-global.cpcdn.com/steps/1fc7e040f7715a07/160x128cq80/canh-rau-day-recipe-step-1-photo.jpg
2346,1627,https://img-global.cpcdn.com/steps/8d8cd646ba2836ab/160x128cq80/canh-rau-day-recipe-step-1-photo.jpg
2347,1628,https://img-global.cpcdn.com/steps/2ac7cd56d59b9c95/160x128cq80/canh-rau-day-recipe-step-2-photo.jpg
2348,1628,https://img-global.cpcdn.com/steps/9cf623ceb099536f/160x128cq80/canh-rau-day-recipe-step-2-photo.jpg
2349,1628,https://img-global.cpcdn.com/steps/3cd2d5f9ddf1e183/160x128cq80/canh-rau-day-recipe-step-2-photo.jpg
2350,1629,https://img-global.cpcdn.com/steps/113061ecc1f997e0/160x128cq80/canh-rau-day-recipe-step-3-photo.jpg
2351,1629,https://img-global.cpcdn.com/steps/ec8f0716493cf1c9/160x128cq80/canh-rau-day-recipe-step-3-photo.jpg
2352,1631,https://img-global.cpcdn.com/steps/3c06ce2cabaeb383/160x128cq80/b%E1%BB%AFa-c%C6%A1m-nha-100k-03-recipe-step-2-photo.jpg
2353,1631,https://img-global.cpcdn.com/steps/245582828313bd63/160x128cq80/b%E1%BB%AFa-c%C6%A1m-nha-100k-03-recipe-step-2-photo.jpg
2354,1631,https://img-global.cpcdn.com/steps/e6a34a873f40973d/160x128cq80/b%E1%BB%AFa-c%C6%A1m-nha-100k-03-recipe-step-2-photo.jpg
2355,1633,https://img-global.cpcdn.com/steps/ac061e21c6f566ff/160x128cq80/b%E1%BB%AFa-c%C6%A1m-nha-100k-03-recipe-step-4-photo.jpg
2356,1633,https://img-global.cpcdn.com/steps/286231185bc9db93/160x128cq80/b%E1%BB%AFa-c%C6%A1m-nha-100k-03-recipe-step-4-photo.jpg
2357,1633,https://img-global.cpcdn.com/steps/a4bf2584f9c0ab8c/160x128cq80/b%E1%BB%AFa-c%C6%A1m-nha-100k-03-recipe-step-4-photo.jpg
2358,1635,https://img-global.cpcdn.com/steps/3452837ce549e86d/160x128cq80/b%E1%BB%AFa-c%C6%A1m-nha-100k-03-recipe-step-6-photo.jpg
2359,1635,https://img-global.cpcdn.com/steps/69450df181d2b3b0/160x128cq80/b%E1%BB%AFa-c%C6%A1m-nha-100k-03-recipe-step-6-photo.jpg
2360,1644,https://img-global.cpcdn.com/steps/61d3f701ce71f30b/160x128cq80/banh-canh-ga-n%E1%BA%A5u-h%E1%BA%B9-recipe-step-1-photo.jpg
2361,1644,https://img-global.cpcdn.com/steps/df78cb4455fb4d7d/160x128cq80/banh-canh-ga-n%E1%BA%A5u-h%E1%BA%B9-recipe-step-1-photo.jpg
2362,1644,https://img-global.cpcdn.com/steps/9f46eccad88e793d/160x128cq80/banh-canh-ga-n%E1%BA%A5u-h%E1%BA%B9-recipe-step-1-photo.jpg
2363,1645,https://img-global.cpcdn.com/steps/29a98240dbc619ba/160x128cq80/banh-canh-ga-n%E1%BA%A5u-h%E1%BA%B9-recipe-step-2-photo.jpg
2364,1645,https://img-global.cpcdn.com/steps/84f6d655690b48c6/160x128cq80/banh-canh-ga-n%E1%BA%A5u-h%E1%BA%B9-recipe-step-2-photo.jpg
2365,1645,https://img-global.cpcdn.com/steps/fc29b171a33ad0e4/160x128cq80/banh-canh-ga-n%E1%BA%A5u-h%E1%BA%B9-recipe-step-2-photo.jpg
2366,1646,https://img-global.cpcdn.com/steps/23c6e4aa4f36db63/160x128cq80/banh-canh-ga-n%E1%BA%A5u-h%E1%BA%B9-recipe-step-3-photo.jpg
2367,1646,https://img-global.cpcdn.com/steps/fdc7268408b261c4/160x128cq80/banh-canh-ga-n%E1%BA%A5u-h%E1%BA%B9-recipe-step-3-photo.jpg
2368,1646,https://img-global.cpcdn.com/steps/403cb6a987a2e1ff/160x128cq80/banh-canh-ga-n%E1%BA%A5u-h%E1%BA%B9-recipe-step-3-photo.jpg
2369,1647,https://img-global.cpcdn.com/steps/7d3c7ff2d44b6ce4/160x128cq80/ca-t%E1%BA%AFc-ke-n%C6%B0%E1%BB%9Bng-m%E1%BB%8Di-recipe-step-1-photo.jpg
2370,1648,https://img-global.cpcdn.com/steps/a1890f26ef894518/160x128cq80/ca-t%E1%BA%AFc-ke-n%C6%B0%E1%BB%9Bng-m%E1%BB%8Di-recipe-step-2-photo.jpg
2371,1649,https://img-global.cpcdn.com/steps/7f9134b7f2e3984d/160x128cq80/ca-t%E1%BA%AFc-ke-n%C6%B0%E1%BB%9Bng-m%E1%BB%8Di-recipe-step-3-photo.jpg
2372,1651,https://img-global.cpcdn.com/steps/51b7ee05709536dc/160x128cq80/ca-t%E1%BA%AFc-ke-n%C6%B0%E1%BB%9Bng-m%E1%BB%8Di-recipe-step-5-photo.jpg
2373,1653,https://img-global.cpcdn.com/steps/911da71ee07e35fc/160x128cq80/c%C6%A1m-chien-d%C6%B0%C6%A1ng-chau-recipe-step-2-photo.jpg
2374,1653,https://img-global.cpcdn.com/steps/cd6268bb37f4aae0/160x128cq80/c%C6%A1m-chien-d%C6%B0%C6%A1ng-chau-recipe-step-2-photo.jpg
2375,1653,https://img-global.cpcdn.com/steps/32b47020c9a026c3/160x128cq80/c%C6%A1m-chien-d%C6%B0%C6%A1ng-chau-recipe-step-2-photo.jpg
2376,1654,https://img-global.cpcdn.com/steps/973ab862b1209533/160x128cq80/c%C6%A1m-chien-d%C6%B0%C6%A1ng-chau-recipe-step-3-photo.jpg
2377,1654,https://img-global.cpcdn.com/steps/167c4a0bf073b47b/160x128cq80/c%C6%A1m-chien-d%C6%B0%C6%A1ng-chau-recipe-step-3-photo.jpg
2378,1660,https://img-global.cpcdn.com/steps/f76b6bde9ef5de6a/160x128cq80/sp1017-canh-m%C6%B0%E1%BB%9Bp-h%C6%B0%C6%A1ng-n%E1%BA%A5u-tom-rim-tao-d%E1%BB%8F-recipe-step-6-photo.jpg
2379,1664,//global-web-assets.cpcdn.com/assets/icons/button_play-114de81e44ebf74d6d50d473af3e1c021cdcc19e1075ff8f418706698785d5bb.png
2380,1664,https://img-global.cpcdn.com/steps/0a231cd16ead8ad9/160x128cq80/sp1042-dui-ga-chien-n%C6%B0%E1%BB%9Bc-m%E1%BA%AFm-recipe-step-4-photo.jpg
2381,1668,https://img-global.cpcdn.com/steps/637e44b5c72ddc73/160x128cq80/l%E1%BA%A9u-bo-nhung-gi%E1%BA%A5m-recipe-step-3-photo.jpg
2382,1668,https://img-global.cpcdn.com/steps/ffefc68efbcd1579/160x128cq80/l%E1%BA%A9u-bo-nhung-gi%E1%BA%A5m-recipe-step-3-photo.jpg
2383,1670,https://img-global.cpcdn.com/steps/851ecd38fc87e1bf/160x128cq80/bun-d%E1%BA%ADu-m%E1%BA%AFm-tom-long-heo-lu%E1%BB%99c-recipe-step-2-photo.jpg
2384,1672,https://img-global.cpcdn.com/steps/297cb044464e0084/160x128cq80/bun-d%E1%BA%ADu-m%E1%BA%AFm-tom-long-heo-lu%E1%BB%99c-recipe-step-4-photo.jpg
2385,1672,https://img-global.cpcdn.com/steps/c70933b569c4618b/160x128cq80/bun-d%E1%BA%ADu-m%E1%BA%AFm-tom-long-heo-lu%E1%BB%99c-recipe-step-4-photo.jpg
2386,1673,https://img-global.cpcdn.com/steps/bd07f1e22080bac9/160x128cq80/bun-d%E1%BA%ADu-m%E1%BA%AFm-tom-long-heo-lu%E1%BB%99c-recipe-step-5-photo.jpg
2387,1674,https://img-global.cpcdn.com/steps/f7f06b39eabfa22e/160x128cq80/th%E1%BB%8Bt-bam-vien-s%E1%BB%91t-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-recipe-step-1-photo.jpg
2388,1674,https://img-global.cpcdn.com/steps/8c20fd2f83d2405f/160x128cq80/th%E1%BB%8Bt-bam-vien-s%E1%BB%91t-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-recipe-step-1-photo.jpg
2389,1675,https://img-global.cpcdn.com/steps/0bb775a608199acb/160x128cq80/th%E1%BB%8Bt-bam-vien-s%E1%BB%91t-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-recipe-step-2-photo.jpg
2390,1676,https://img-global.cpcdn.com/steps/bef22ccd1c04faba/160x128cq80/th%E1%BB%8Bt-bam-vien-s%E1%BB%91t-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-recipe-step-3-photo.jpg
2391,1676,https://img-global.cpcdn.com/steps/c58533d59ab6dedc/160x128cq80/th%E1%BB%8Bt-bam-vien-s%E1%BB%91t-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-recipe-step-3-photo.jpg
2392,1676,https://img-global.cpcdn.com/steps/6e99963d82898879/160x128cq80/th%E1%BB%8Bt-bam-vien-s%E1%BB%91t-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-recipe-step-3-photo.jpg
2393,1677,https://img-global.cpcdn.com/steps/225974d4351d3759/160x128cq80/th%E1%BB%8Bt-bam-vien-s%E1%BB%91t-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-recipe-step-4-photo.jpg
2394,1677,https://img-global.cpcdn.com/steps/4ad7a3ec88003ebc/160x128cq80/th%E1%BB%8Bt-bam-vien-s%E1%BB%91t-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-recipe-step-4-photo.jpg
2395,1678,https://img-global.cpcdn.com/steps/a817647065d297f7/160x128cq80/th%E1%BB%8Bt-bam-vien-s%E1%BB%91t-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-recipe-step-5-photo.jpg
2396,1679,https://img-global.cpcdn.com/steps/eaeb1dcc1217db89/160x128cq80/th%E1%BB%8Bt-bam-vien-s%E1%BB%91t-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-recipe-step-6-photo.jpg
2397,1679,https://img-global.cpcdn.com/steps/cc930044dfcb0330/160x128cq80/th%E1%BB%8Bt-bam-vien-s%E1%BB%91t-n%C6%B0%E1%BB%9Bc-t%C6%B0%C6%A1ng-recipe-step-6-photo.jpg
2398,1680,https://img-global.cpcdn.com/steps/9ec0fc23afc8d692/160x128cq80/v%E1%BB%8Bt-om-c%E1%BB%A7-sen-n%C6%B0%E1%BB%9Bc-d%E1%BB%ABa-recipe-step-1-photo.jpg
2399,1680,https://img-global.cpcdn.com/steps/c0696e9f38d0554e/160x128cq80/v%E1%BB%8Bt-om-c%E1%BB%A7-sen-n%C6%B0%E1%BB%9Bc-d%E1%BB%ABa-recipe-step-1-photo.jpg
2400,1680,https://img-global.cpcdn.com/steps/2700a13557be1fa6/160x128cq80/v%E1%BB%8Bt-om-c%E1%BB%A7-sen-n%C6%B0%E1%BB%9Bc-d%E1%BB%ABa-recipe-step-1-photo.jpg
2401,1682,https://img-global.cpcdn.com/steps/75c36ad0c0b81cb1/160x128cq80/v%E1%BB%8Bt-om-c%E1%BB%A7-sen-n%C6%B0%E1%BB%9Bc-d%E1%BB%ABa-recipe-step-3-photo.jpg
2402,1682,https://img-global.cpcdn.com/steps/135dbe34f939f338/160x128cq80/v%E1%BB%8Bt-om-c%E1%BB%A7-sen-n%C6%B0%E1%BB%9Bc-d%E1%BB%ABa-recipe-step-3-photo.jpg
2403,1682,https://img-global.cpcdn.com/steps/4b702fce3b880f31/160x128cq80/v%E1%BB%8Bt-om-c%E1%BB%A7-sen-n%C6%B0%E1%BB%9Bc-d%E1%BB%ABa-recipe-step-3-photo.jpg
2404,1683,https://img-global.cpcdn.com/steps/c5bba56aa7b83929/160x128cq80/v%E1%BB%8Bt-om-c%E1%BB%A7-sen-n%C6%B0%E1%BB%9Bc-d%E1%BB%ABa-recipe-step-4-photo.jpg
2405,1683,https://img-global.cpcdn.com/steps/7baf585fb34e642d/160x128cq80/v%E1%BB%8Bt-om-c%E1%BB%A7-sen-n%C6%B0%E1%BB%9Bc-d%E1%BB%ABa-recipe-step-4-photo.jpg
2406,1684,https://img-global.cpcdn.com/steps/dc0c604c1b11d5e5/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-1-photo.jpg
2407,1684,https://img-global.cpcdn.com/steps/2143a2f6f9a10a8e/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-1-photo.jpg
2408,1684,https://img-global.cpcdn.com/steps/eeb95743a7d99954/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-1-photo.jpg
2409,1685,https://img-global.cpcdn.com/steps/fef0297e880e7bb7/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-2-photo.jpg
2410,1685,https://img-global.cpcdn.com/steps/0dee5ae71e832c64/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-2-photo.jpg
2411,1685,https://img-global.cpcdn.com/steps/15422fb1e82fea07/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-2-photo.jpg
2412,1686,https://img-global.cpcdn.com/steps/74b537b3b27906e7/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-3-photo.jpg
2413,1686,//global-web-assets.cpcdn.com/assets/icons/button_play-114de81e44ebf74d6d50d473af3e1c021cdcc19e1075ff8f418706698785d5bb.png
2414,1686,https://img-global.cpcdn.com/steps/089eb47a5fca893e/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-3-photo.jpg
2415,1686,https://img-global.cpcdn.com/steps/d3bd2f8100947485/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-3-photo.jpg
2416,1687,https://img-global.cpcdn.com/steps/1e5cf34bf85c2b12/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-4-photo.jpg
2417,1687,https://img-global.cpcdn.com/steps/fda75ee9c755a32d/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-4-photo.jpg
2418,1687,https://img-global.cpcdn.com/steps/2170a50e1a616aa1/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-4-photo.jpg
2419,1688,https://img-global.cpcdn.com/steps/33b5d39d1dee66dc/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-5-photo.jpg
2420,1688,https://img-global.cpcdn.com/steps/5236efbcf86744b1/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-5-photo.jpg
2421,1688,//global-web-assets.cpcdn.com/assets/icons/button_play-114de81e44ebf74d6d50d473af3e1c021cdcc19e1075ff8f418706698785d5bb.png
2422,1688,https://img-global.cpcdn.com/steps/bded3184494261e8/160x128cq80/ch%E1%BA%A3-ca-basa-recipe-step-5-photo.jpg
2423,1690,https://img-global.cpcdn.com/steps/92bea40b66d0edbd/160x128cq80/n%E1%BA%A5m-tram-kho-tieu-xanh-rau-ram-recipe-step-2-photo.jpg
2424,1691,https://img-global.cpcdn.com/steps/51eddf8ffc30858e/160x128cq80/n%E1%BA%A5m-tram-kho-tieu-xanh-rau-ram-recipe-step-3-photo.jpg
2425,1692,https://img-global.cpcdn.com/steps/aa3e76fbac50462d/160x128cq80/soup-bi-d%E1%BB%8F-ca-h%E1%BB%93i-recipe-step-1-photo.jpg
2426,1692,https://img-global.cpcdn.com/steps/eb1847d35cffdb51/160x128cq80/soup-bi-d%E1%BB%8F-ca-h%E1%BB%93i-recipe-step-1-photo.jpg
2427,1692,https://img-global.cpcdn.com/steps/354317945d1a6fa5/160x128cq80/soup-bi-d%E1%BB%8F-ca-h%E1%BB%93i-recipe-step-1-photo.jpg
2428,1693,https://img-global.cpcdn.com/steps/05126638faf73a65/160x128cq80/soup-bi-d%E1%BB%8F-ca-h%E1%BB%93i-recipe-step-2-photo.jpg
2429,1693,https://img-global.cpcdn.com/steps/50b56f79d487812a/160x128cq80/soup-bi-d%E1%BB%8F-ca-h%E1%BB%93i-recipe-step-2-photo.jpg
2430,1693,https://img-global.cpcdn.com/steps/793f470f752869e0/160x128cq80/soup-bi-d%E1%BB%8F-ca-h%E1%BB%93i-recipe-step-2-photo.jpg
2431,1694,https://img-global.cpcdn.com/steps/cd042b6bd176fef5/160x128cq80/soup-bi-d%E1%BB%8F-ca-h%E1%BB%93i-recipe-step-3-photo.jpg
2432,1694,https://img-global.cpcdn.com/steps/f0252bf4cd36912c/160x128cq80/soup-bi-d%E1%BB%8F-ca-h%E1%BB%93i-recipe-step-3-photo.jpg
2433,1694,https://img-global.cpcdn.com/steps/3e4f05f44a9fb980/160x128cq80/soup-bi-d%E1%BB%8F-ca-h%E1%BB%93i-recipe-step-3-photo.jpg
2434,1695,https://img-global.cpcdn.com/steps/85b5005cb61f0070/160x128cq80/soup-bi-d%E1%BB%8F-ca-h%E1%BB%93i-recipe-step-4-photo.jpg
2435,1696,https://img-global.cpcdn.com/steps/1d59cc3ecf7c6247/160x128cq80/ga-lu%E1%BB%99c-b%E1%BA%B1ng-n%E1%BB%93i-c%C6%A1m-di%E1%BB%87n-v%E1%BB%ABa-ti%E1%BB%87n-v%E1%BB%ABa-ngon-recipe-step-1-photo.jpg
2436,1697,https://img-global.cpcdn.com/steps/c94ac74f037f73d8/160x128cq80/ga-lu%E1%BB%99c-b%E1%BA%B1ng-n%E1%BB%93i-c%C6%A1m-di%E1%BB%87n-v%E1%BB%ABa-ti%E1%BB%87n-v%E1%BB%ABa-ngon-recipe-step-2-photo.jpg
2437,1697,https://img-global.cpcdn.com/steps/2273cc71fc593f53/160x128cq80/ga-lu%E1%BB%99c-b%E1%BA%B1ng-n%E1%BB%93i-c%C6%A1m-di%E1%BB%87n-v%E1%BB%ABa-ti%E1%BB%87n-v%E1%BB%ABa-ngon-recipe-step-2-photo.jpg
2438,1698,https://img-global.cpcdn.com/steps/7396dd5928d441cd/160x128cq80/ga-lu%E1%BB%99c-b%E1%BA%B1ng-n%E1%BB%93i-c%C6%A1m-di%E1%BB%87n-v%E1%BB%ABa-ti%E1%BB%87n-v%E1%BB%ABa-ngon-recipe-step-3-photo.jpg
2439,1699,https://img-global.cpcdn.com/steps/5ad0d0b0c96e30c0/160x128cq80/th%E1%BB%8Bt-h%E1%BA%A7m-ngon-nh%C6%B0-th%E1%BB%8Bt-h%E1%BB%99p-recipe-step-1-photo.jpg
2440,1700,https://img-global.cpcdn.com/steps/5269439a150f7dc0/160x128cq80/th%E1%BB%8Bt-h%E1%BA%A7m-ngon-nh%C6%B0-th%E1%BB%8Bt-h%E1%BB%99p-recipe-step-2-photo.jpg
2441,1700,https://img-global.cpcdn.com/steps/9da3f308057e3924/160x128cq80/th%E1%BB%8Bt-h%E1%BA%A7m-ngon-nh%C6%B0-th%E1%BB%8Bt-h%E1%BB%99p-recipe-step-2-photo.jpg
2442,1701,https://img-global.cpcdn.com/steps/b80bc78c087e5d4d/160x128cq80/th%E1%BB%8Bt-h%E1%BA%A7m-ngon-nh%C6%B0-th%E1%BB%8Bt-h%E1%BB%99p-recipe-step-3-photo.jpg
2443,1701,https://img-global.cpcdn.com/steps/7aed2dba15adbcff/160x128cq80/th%E1%BB%8Bt-h%E1%BA%A7m-ngon-nh%C6%B0-th%E1%BB%8Bt-h%E1%BB%99p-recipe-step-3-photo.jpg
2444,1702,https://img-global.cpcdn.com/steps/a2afc7ade72f9c97/160x128cq80/th%E1%BB%8Bt-h%E1%BA%A7m-ngon-nh%C6%B0-th%E1%BB%8Bt-h%E1%BB%99p-recipe-step-4-photo.jpg
2445,1705,https://img-global.cpcdn.com/steps/21cb9af2e15764fe/160x128cq80/th%E1%BB%8Bt-h%E1%BA%A7m-ngon-nh%C6%B0-th%E1%BB%8Bt-h%E1%BB%99p-recipe-step-7-photo.jpg
2446,1706,https://img-global.cpcdn.com/steps/817fc8d68e9aae6e/160x128cq80/th%E1%BB%8Bt-h%E1%BA%A7m-ngon-nh%C6%B0-th%E1%BB%8Bt-h%E1%BB%99p-recipe-step-8-photo.jpg
2447,1707,https://img-global.cpcdn.com/steps/473e60474f312efb/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-1-photo.jpg
2448,1708,https://img-global.cpcdn.com/steps/c2465e766dcee32a/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-2-photo.jpg
2449,1708,https://img-global.cpcdn.com/steps/566a3f9640c2177d/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-2-photo.jpg
2450,1709,https://img-global.cpcdn.com/steps/9bfac8c2bd55a4fb/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-3-photo.jpg
2451,1709,https://img-global.cpcdn.com/steps/427fb5bc8ea112e6/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-3-photo.jpg
2452,1710,https://img-global.cpcdn.com/steps/10e6a65ae3f903ed/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-4-photo.jpg
2453,1710,https://img-global.cpcdn.com/steps/1348d5dd4e7f2db0/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-4-photo.jpg
2454,1711,https://img-global.cpcdn.com/steps/a214facb4637a092/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-5-photo.jpg
2455,1712,https://img-global.cpcdn.com/steps/9c5d9e7b1eff2eef/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-6-photo.jpg
2456,1713,https://img-global.cpcdn.com/steps/cc04d8f2cb78f934/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-7-photo.jpg
2457,1713,https://img-global.cpcdn.com/steps/6be0e8d6e9547c1e/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-7-photo.jpg
2458,1714,https://img-global.cpcdn.com/steps/ef7b74e209e0397d/160x128cq80/l%E1%BA%A9u-v%E1%BB%8Bt-n%E1%BA%A5u-chao-recipe-step-8-photo.jpg
2459,1715,https://img-global.cpcdn.com/steps/d2e8a423edbd59a6/160x128cq80/canh-d%C6%B0a-h%C6%B0%E1%BB%9Dng-n%E1%BA%A5u-gio-l%E1%BB%A5a-recipe-step-1-photo.jpg
2460,1716,https://img-global.cpcdn.com/steps/05e9f6181afe21d7/160x128cq80/canh-d%C6%B0a-h%C6%B0%E1%BB%9Dng-n%E1%BA%A5u-gio-l%E1%BB%A5a-recipe-step-2-photo.jpg
2461,1717,https://img-global.cpcdn.com/steps/3d9123c8c1375694/160x128cq80/canh-d%C6%B0a-h%C6%B0%E1%BB%9Dng-n%E1%BA%A5u-gio-l%E1%BB%A5a-recipe-step-3-photo.jpg
2462,1718,https://img-global.cpcdn.com/steps/fae08743443ecb77/160x128cq80/canh-m%C6%B0%E1%BB%9Bp-n%E1%BA%A5u-chan-ga-recipe-step-1-photo.jpg
2463,1718,https://img-global.cpcdn.com/steps/f22dfaa6e0662d8f/160x128cq80/canh-m%C6%B0%E1%BB%9Bp-n%E1%BA%A5u-chan-ga-recipe-step-1-photo.jpg
